rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 26 기 1분기말,55392040792,제 25 기말,58471901617,7,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 26 기 1분기말,34372760986,제 25 기말,35774872935,8,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 26 기 1분기말,9168048126,제 25 기말,11346324572,9,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,-표준계정코드 미사용-,금융기관예치금,-,제 26 기 1분기말,2101000000,제 25 기말,1700000000,10,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,-표준계정코드 미사용-,기타수취채권,-,제 26 기 1분기말,343045568,제 25 기말,348067152,11,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 26 기 1분기말,1993162524,제 25 기말,3742436122,12,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_CurrentContractAssets,계약자산,-,제 26 기 1분기말,3941598980,제 25 기말,3606329924,13,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 26 기 1분기말,25499049,제 25 기말,24666050,14,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 26 기 1분기말,15863633933,제 25 기말,13583398786,15,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_OtherNonfinancialAssets,기타자산,-,제 26 기 1분기말,936772806,제 25 기말,1423650329,16,KRW,,,,,196490,디에이테크놀로지,CFS
20250515000840,11013,2025,00660121,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 26 기 1분기말,21019279806,제 25 기말,22697028682,17,KRW,,,,,196490,디에이테크놀로지,CFS
