rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,10081566217,제 1 기,9854814218,7,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,10081566217,제 1 기,9854814218,8,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,239540350,제 1 기,294312100,9,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,22048590,제 1 기,151550,10,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기,9760926521,제 1 기,9525474952,11,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 2 기,59050756,제 1 기,34875616,12,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,0,제 1 기,0,13,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,7908267528,제 1 기,7908267528,15,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,8494159134,제 1 기,8326456650,16,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,435000000,제 1 기,435000000,17,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기,150891606,제 1 기,-16810878,18,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,10081566217,제 1 기,9854814218,19,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,1752470,제 1 기,726320,21,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,제 2 기,1752470,제 1 기,726320,22,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1587407083,제 1 기,1528357568,23,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,1585654613,제 1 기,1527631248,24,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타비유동채무,-,제 2 기,1526196845,제 1 기,1467576736,25,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,dart_ConvertibleBonds,전환사채,-,제 2 기,1526196845,제 1 기,1467576736,26,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,59457768,제 1 기,60054512,27,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기,-49577080,제 1 기,-28299118,6,KRW,,487830,신한제15호스팩,OFS
20260311004268,11011,2025,01854408,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 2 기,0,제 1 기,0,7,KRW,,487830,신한제15호스팩,OFS
