rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 29 기 1분기말,608632820470,제 28 기말,536672709018,제 27 기,496799082472,7,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 29 기 1분기말,282751529048,제 28 기말,251773066771,,,8,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 29 기 1분기말,98942933600,제 28 기말,90077709858,,,9,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtAmortisedCost,기타상각후원가측정금융자산,-,제 29 기 1분기말,5779833032,제 28 기말,4607134381,,,10,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정 금융자산,-,제 29 기 1분기말,293359918,제 28 기말,25551687,,,11,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 29 기 1분기말,80166370,제 28 기말,610080522,,,12,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 29 기 1분기말,69665677386,제 28 기말,72296041476,,,13,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 29 기 1분기말,62539277273,제 28 기말,51304859727,,,14,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타자산,-,제 29 기 1분기말,8290660814,제 28 기말,4654750126,,,15,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 29 기 1분기말,37159620655,제 28 기말,28196938994,,,16,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 29 기 1분기말,325881291422,제 28 기말,284899642247,,,17,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 29 기 1분기말,40431714,제 28 기말,34657427,,,18,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 29 기 1분기말,545134443,제 28 기말,0,,,19,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 29 기 1분기말,37470878792,제 28 기말,35562061642,,,20,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 29 기 1분기말,101664830159,제 28 기말,106842636459,제 27 기,102421058000,21,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업투자주식,-,제 29 기 1분기말,2466431245,제 28 기말,2291060726,,,22,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtAmortisedCost,기타상각후원가측정금융자산,-,제 29 기 1분기말,4885627447,제 28 기말,4836863950,,,23,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정 금융자산,-,제 29 기 1분기말,35629732913,제 28 기말,28161760325,,,24,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_NoncurrentTradeReceivables,장기매출채권,-,제 29 기 1분기말,0,제 28 기말,0,,,25,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타자산,-,제 29 기 1분기말,887696073,제 28 기말,927579227,,,26,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 29 기 1분기말,142290528636,제 28 기말,106243022491,,,27,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 29 기 1분기말,374949700701,제 28 기말,353338614123,,,29,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 29 기 1분기말,374387306748,제 28 기말,352716374574,,,30,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 29 기 1분기말,45372368041,제 28 기말,42974091183,,,31,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_AdditionalPaidinCapital,기타불입자본,-,제 29 기 1분기말,99568735344,제 28 기말,99568735344,,,32,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 29 기 1분기말,30610820000,제 28 기말,30610820000,,,33,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 29 기 1분기말,198835383363,제 28 기말,179562728047,,,34,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 29 기 1분기말,562393953,제 28 기말,622239549,,,35,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 29 기 1분기말,608632820470,제 28 기말,536672709018,,,36,KRW,,,,,050890,쏠리드,CFS
20260515001596,11013,2026,00364403,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 29 기 1분기말,174963346083,제 28 기말,150474746943,,,38,KRW,,,,,050890,쏠리드,CFS
