rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 24 기 3분기말,1155525859002,제 23 기말,1168226900665,7,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 24 기 3분기말,478165123863,제 23 기말,461335593081,8,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,-표준계정코드 미사용-,당기법인세자산,-,제 24 기 3분기말,38328750,제 23 기말,34990920,9,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 24 기 3분기말,42883381400,제 23 기말,27782429453,10,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 24 기 3분기말,72585201933,제 23 기말,65164066690,11,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 24 기 3분기말,22608296858,제 23 기말,18830539342,12,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,유동기타금융자산,-,제 24 기 3분기말,216120374748,제 23 기말,210409296046,13,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 24 기 3분기말,123929540174,제 23 기말,139114270630,14,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 24 기 3분기말,677360735139,제 23 기말,706891307584,15,KRW,,,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 24 기 3분기말,67479541877,제 23 기말,69119554898,16,KRW,제 22 기,8051980000,,,,,069260,티케이지휴켐스,CFS
20251114002087,11014,2025,00426086,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업투자,-,제 24 기 3분기말,12394613177,제 23 기말,12229874251,17,KRW,,,,,,,069260,티케이지휴켐스,CFS
