rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,ticker,corp_name,fs_div
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,1317071998323,제 1 기,731694676657,7,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,721683914663,제 1 기,255027256240,8,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,88494004913,제 1 기,66626822446,9,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentContractAssets,계약자산,-,제 2 기,8597438000,제 1 기,4618840000,10,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialAssets,유동파생상품자산,-,제 2 기,0,제 1 기,5116866543,11,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,277600,제 1 기,164860,12,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,399005156876,제 1 기,59161273836,13,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기,110745680616,제 1 기,88841630061,14,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기,43000000,제 1 기,115000000,15,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기,30727554185,제 1 기,12979947015,16,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기,84070802473,제 1 기,17566711479,17,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,595388083660,제 1 기,476667420417,18,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 2 기,8681593295,제 1 기,2001711280,19,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_LongTermLoansNet,장기대여금,-,제 2 기,50249489067,제 1 기,13146422160,20,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,장기투자자산,-,제 2 기,22099927588,제 1 기,21784731447,21,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,7952712832,제 1 기,4133346965,22,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기,5737022107,제 1 기,6739939599,23,KRW,4954949189,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업및관계기업투자,-,제 2 기,197131837495,제 1 기,160063712393,24,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,비유동파생상품자산,-,제 2 기,2279236826,제 1 기,0,25,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기,83510764267,제 1 기,25173281013,26,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기,456045135,제 1 기,333740178,27,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,209914821024,제 1 기,235523015714,28,KRW,241965453185,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_RecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 2 기,1132428061,제 1 기,507427763,29,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 2 기,6242205963,제 1 기,7260091905,30,KRW,5130965169,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,273040531600,제 1 기,241972753239,32,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기,273040531600,제 1 기,241972753239,33,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,214328389842,제 1 기,213701033158,34,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기,-811349717,제 1 기,-479552489,35,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 2 기,1216988185,제 1 기,591873291,36,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,6750808400,제 1 기,6738379000,37,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기,51555694890,제 1 기,21421020279,38,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,1317071998323,제 1 기,731694676657,39,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,812787642387,제 1 기,297066304665,41,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_PaymentsOfIncomeTaxesPayable,미지급법인세,-,제 2 기,7217681307,제 1 기,3871591712,42,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,단기차입금,-,제 2 기,98570500000,제 1 기,9000000000,43,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,유동성장기차입금,-,제 2 기,51397539059,제 1 기,72482840611,44,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentBondsIssuedAndCurrentPortionOfNoncurrentBondsIssued,유동성사채,-,제 2 기,113761814515,제 1 기,56819070933,45,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_CurrentContractLiabilities,계약부채,-,제 2 기,13175865760,제 1 기,48690760000,46,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 2 기,17600000,제 1 기,17600000,47,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 2 기,497523598484,제 1 기,65551396949,48,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherShorttermProvisions,유동충당부채,-,제 2 기,6851000294,제 1 기,0,49,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 2 기,24272042968,제 1 기,40633044460,50,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1044031466723,제 1 기,489721923418,51,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,231243824336,제 1 기,192655618753,52,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기성매입채무및기타채무,-,제 2 기,5071224064,제 1 기,6797929273,53,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,비유동미지급법인세,-,제 2 기,1572740376,제 1 기,354599208,54,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,5072854307,제 1 기,4739556477,55,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentBondsIssued,사채,-,제 2 기,0,제 1 기,53874966338,56,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentLoansReceived,장기차입금,-,제 2 기,187062198791,제 1 기,92016828977,57,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherLongtermProvisions,충당부채,-,제 2 기,378284776,제 1 기,3112819754,58,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기,32086522022,제 1 기,31758918726,59,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기,52998214327,제 1 기,37637399717,6,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 2 기,7753112867,제 1 기,2961374757,7,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,dart_OtherLosses,기타손실,-,제 2 기,911080573,제 1 기,404426002,8,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 2 기,25000486846,제 1 기,18832083350,9,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 2 기,31087392801,제 1 기,22937466503,10,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 2 기,0,제 1 기,,12,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업 소유주지분,-,제 2 기,31087392801,제 1 기,22937466503,13,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 2 기,307642068727,제 1 기,275682254162,14,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,보통주기본주당이익(손실),-,제 2 기,911,제 1 기,677,16,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,보통주희석주당이익(손실),-,제 2 기,903,제 1 기,671,17,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_FinanceCosts,금융원가,-,제 2 기,37758674338,제 1 기,19103340277,18,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 2 기,25444497309,제 1 기,9649838190,19,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 2 기,77998701173,제 1 기,56469483067,20,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 2 기,7330893437,제 1 기,5102895995,21,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncome,기타포괄손익,-,제 2 기,365611433,제 1 기,556470918,22,KRW,,,475150,SK이터닉스,CFS
20260316001520,11011,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되는 항목,-,제 2 기,625114894,제 1 기,591873291,23,KRW,,,475150,SK이터닉스,CFS
