rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,ticker,corp_name,fs_div
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 22 기 1분기말,5925988330000,제 21 기말,5485474443000,7,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 22 기 1분기말,2655436876000,제 21 기말,2363993529000,8,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 22 기 1분기말,754439247000,제 21 기말,534914956000,9,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_CurrentFinanceLeaseReceivables,금융리스채권,-,제 22 기 1분기말,286698000,제 21 기말,142848000,10,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 22 기 1분기말,1540707000,제 21 기말,9620539000,11,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 22 기 1분기말,309087774000,제 21 기말,283557531000,12,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 22 기 1분기말,222802546000,제 21 기말,184400391000,13,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 22 기 1분기말,125715311000,제 21 기말,95753755000,14,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 22 기 1분기말,1241564593000,제 21 기말,1255603509000,15,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 22 기 1분기말,3270551454000,제 21 기말,3121480914000,16,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 22 기 1분기말,316760903000,제 21 기말,258222710000,17,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 금융자산,-,제 22 기 1분기말,303072859000,제 21 기말,303072859000,18,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 22 기 1분기말,2049315793000,제 21 기말,1986685747000,19,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업 및 관계기업투자,-,제 22 기 1분기말,100695566000,제 21 기말,101756197000,20,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_NoncurrentFinanceLeaseReceivables,비유동금융리스채권,-,제 22 기 1분기말,1013526000,제 21 기말,549835000,21,KRW,,,,,,,352820,하이브,CFS
20260515001930,11013,2026,01204056,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치 측정 금융자산,-,제 22 기 1분기말,57005735000,제 21 기말,57033836000,22,KRW,,,,,,,352820,하이브,CFS
