rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 3분기말,1441272687960,제 1 기말,731694676657,7,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 3분기말,896384459950,제 1 기말,255027256240,8,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_CurrentDerivativeAsset,유동파생상품자산,-,제 2 기 3분기말,787880468,제 1 기말,5116866543,9,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 3분기말,157551424662,제 1 기말,66626822446,10,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentContractAssets,계약자산,-,제 2 기 3분기말,0,제 1 기말,4618840000,11,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 3분기말,275250,제 1 기말,164860,12,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 3분기말,576948240503,제 1 기말,59161273836,13,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기 3분기말,94205696104,제 1 기말,88841630061,14,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기 3분기말,49000000,제 1 기말,115000000,15,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기 3분기말,14240808221,제 1 기말,12979947015,16,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기 3분기말,52601134742,제 1 기말,17566711479,17,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 3분기말,544888228010,제 1 기말,476667420417,18,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 2 기 3분기말,4359038946,제 1 기말,2001711280,19,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_LongTermLoansNet,장기대여금,-,제 2 기 3분기말,39760190294,제 1 기말,13146422160,20,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,장기투자자산,-,제 2 기 3분기말,21247923898,제 1 기말,21784731447,21,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 3분기말,7907593211,제 1 기말,4133346965,22,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기 3분기말,5997521165,제 1 기말,6739939599,23,KRW,4954949189,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업및관계기업투자,-,제 2 기 3분기말,188960277797,제 1 기말,160063712393,24,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,비유동파생상품자산,-,제 2 기 3분기말,853888437,제 1 기말,0,25,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 3분기말,49255493501,제 1 기말,25173281013,26,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 3분기말,360601357,제 1 기말,333740178,27,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 3분기말,219472551945,제 1 기말,235523015714,28,KRW,241965453185,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_RecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 2 기 3분기말,183471800,제 1 기말,507427763,29,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 2 기 3분기말,6529675659,제 1 기말,7260091905,30,KRW,5130965169,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 3분기말,251913983863,제 1 기말,241972753239,32,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기 3분기말,251913983863,제 1 기말,241972753239,33,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 3분기말,214328389842,제 1 기말,213701033158,34,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기 3분기말,-1162381094,제 1 기말,-479552489,35,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 2 기 3분기말,547135817,제 1 기말,591873291,36,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 3분기말,6750808400,제 1 기말,6738379000,37,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기 3분기말,31450030898,제 1 기말,21421020279,38,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기 3분기말,1441272687960,제 1 기말,731694676657,39,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기 3분기말,893756191909,제 1 기말,297066304665,41,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_PaymentsOfIncomeTaxesPayable,미지급법인세,-,제 2 기 3분기말,840692635,제 1 기말,3871591712,42,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,단기차입금,-,제 2 기 3분기말,14000000000,제 1 기말,9000000000,43,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,유동성장기차입금,-,제 2 기 3분기말,40349418601,제 1 기말,72482840611,44,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentBondsIssuedAndCurrentPortionOfNoncurrentBondsIssued,유동성사채,-,제 2 기 3분기말,53943729546,제 1 기말,56819070933,45,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentContractLiabilities,계약부채,-,제 2 기 3분기말,7865416000,제 1 기말,48690760000,46,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 2 기 3분기말,5205372660,제 1 기말,0,47,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 2 기 3분기말,17600000,제 1 기말,17600000,48,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 2 기 3분기말,590670161676,제 1 기말,65551396949,49,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 2 기 3분기말,180863800791,제 1 기말,40633044460,50,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기 3분기말,1189358704097,제 1 기말,489721923418,51,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기 3분기말,295602512188,제 1 기말,192655618753,52,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기성매입채무및기타채무,-,제 2 기 3분기말,5990830578,제 1 기말,6797929273,53,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,-표준계정코드 미사용-,비유동미지급법인세,-,제 2 기 3분기말,592485428,제 1 기말,354599208,54,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 3분기말,4791562137,제 1 기말,4739556477,55,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentBondsIssued,사채,-,제 2 기 3분기말,59729472049,제 1 기말,53874966338,56,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentPortionOfNoncurrentLoansReceived,장기차입금,-,제 2 기 3분기말,192167057496,제 1 기말,92016828977,57,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_NoncurrentProvisions,충당부채,-,제 2 기 3분기말,375360520,제 1 기말,3112819754,58,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기 3분기말,31955743980,제 1 기말,31758918726,59,KRW,,,,,,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기 3분기,1170297105,,,6,KRW,,11826105767,제 1 기 3분기,14429005152,12489884557,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 2 기 3분기,188091958,,,7,KRW,,4245369677,제 1 기 3분기,937929300,997007220,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,dart_OtherLosses,기타손실,-,제 2 기 3분기,66944192,,,8,KRW,,313503661,제 1 기 3분기,63532064,96172827,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 2 기 3분기,6048737053,,,9,KRW,,17230135203,제 1 기 3분기,4539612139,10527572121,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 2 기 3분기,-4475647272,,,10,KRW,,10181098399,제 1 기 3분기,6275254836,2231232690,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 2 기 3분기,0,,,12,KRW,,0,제 1 기 3분기,0,0,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업 소유주지분,-,제 2 기 3분기,-4475647272,,,13,KRW,,10181098399,제 1 기 3분기,6275254836,2231232690,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 2 기 3분기,39208529891,,,14,KRW,,108628549848,제 1 기 3분기,141322888125,156085247215,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,보통주기본주당이익(손실),-,제 2 기 3분기,-150,,,16,KRW,,303,제 1 기 3분기,201,79,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,보통주희석주당이익(손실),-,제 2 기 3분기,-150,,,17,KRW,,301,제 1 기 3분기,199,78,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_FinanceCosts,금융원가,-,제 2 기 3분기,7498116587,,,18,KRW,,26581508744,제 1 기 3분기,5502095145,13288812476,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 2 기 3분기,-196552691,,,19,KRW,,17594881943,제 1 기 3분기,993885333,2793302018,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 2 기 3분기,7219034158,,,20,KRW,,29056240970,제 1 기 3분기,18968617291,23017456678,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 2 기 3분기,-2124959269,,,21,KRW,,-393670593,제 1 기 3분기,-1586007665,-808249740,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncome,기타포괄손익,-,제 2 기 3분기,576474845,,,22,KRW,,-44737474,제 1 기 3분기,-479936175,-376292737,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되는 항목,-,제 2 기 3분기,576474845,,,23,KRW,,-44737474,제 1 기 3분기,-479936175,-376292737,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,파생상품평가손익,-,제 2 기 3분기,203251610,,,24,KRW,,151146758,제 1 기 3분기,-182787480,-182787480,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,지분법자본변동,-,제 2 기 3분기,373223235,,,25,KRW,,-195884232,제 1 기 3분기,-297148695,-193505257,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되지 않는 항목,-,제 2 기 3분기,0,,,26,KRW,,0,제 1 기 3분기,0,0,475150,SK이터닉스,CFS
20251113000788,11014,2025,01817081,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여자산의 재측정요소,-,제 2 기 3분기,0,,,27,KRW,,0,제 1 기 3분기,0,0,475150,SK이터닉스,CFS
