rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,12022085318,제 1 기,11788791820,7,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,12022085318,제 1 기,11788791820,8,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,251941083,제 1 기,292755840,9,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,21347192,제 1 기,145560,10,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기,11748593193,제 1 기,11483150694,11,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 2 기,203850,제 1 기,12739726,12,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_ShortTermAccruedIncome,단기미수수익,-,제 2 기,0,제 1 기,12739726,13,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_ShortTermAdvancePayments,단기선급금,-,제 2 기,203850,제 1 기,0,14,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,0,제 1 기,0,15,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,10073257367,제 1 기,10073257367,17,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,10790477651,제 1 기,10605233163,18,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,564000000,제 1 기,564000000,19,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기,153220284,제 1 기,-32024204,20,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,12022085318,제 1 기,11788791820,21,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,6678060,제 1 기,771740,23,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,제 2 기,6678060,제 1 기,771740,24,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_ShortTermOtherPayables,단기미지급금,-,제 2 기,6564700,제 1 기,660000,25,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_ShortTermWithholdings,단기예수금,-,제 2 기,113360,제 1 기,111740,26,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1231607667,제 1 기,1183558657,27,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,1224929607,제 1 기,1182786917,28,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타비유동채무,-,제 2 기,1186832830,제 1 기,1141211172,29,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,dart_ConvertibleBonds,전환사채,-,제 2 기,1186832830,제 1 기,1141211172,30,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,38096777,제 1 기,41575745,31,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기,-46918390,제 1 기,-30902990,6,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 2 기,,제 1 기,180,7,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,dart_OtherLosses,기타손실,-,제 2 기,13200,제 1 기,3730,8,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),-,제 2 기,32.8,제 1 기,-31.6,10,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),-,제 2 기,31.6,제 1 기,-31.6,11,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_FinanceCosts,금융원가,-,제 2 기,45621658,제 1 기,23264139,12,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 2 기,301339726,제 1 기,13684960,13,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),-,제 2 기,23541990,제 1 기,-8461515,14,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_OperatingExpense,영업비용,-,제 2 기,46918390,제 1 기,30902990,15,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_ProfitLoss,당기순이익(손실),-,제 2 기,185244488,제 1 기,-32024204,16,KRW,,487360,신한제14호스팩,OFS
20260311003859,11011,2025,01853214,CIS,포괄손익계산서,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-,제 2 기,208786478,제 1 기,-40485719,17,KRW,,487360,신한제14호스팩,OFS
