rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 3분기말,1775226041917,제 1 기말,1591146181854,7,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 3분기말,1122955841565,제 1 기말,996234441988,8,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 3분기말,208284050499,제 1 기말,153754690594,9,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 3분기말,7509414319,제 1 기말,10763706709,10,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 3분기말,316222986767,제 1 기말,308812995673,11,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기 3분기말,14968452662,제 1 기말,11412995125,12,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기 3분기말,33150000000,제 1 기말,55340000000,13,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기 3분기말,542820937318,제 1 기말,456150053887,14,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 3분기말,652270200352,제 1 기말,594911739866,15,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 3분기말,168672165444,제 1 기말,144373258568,16,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기 3분기말,82193850762,제 1 기말,85624198940,17,KRW,102836842000,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권및기타채권,-,제 2 기 3분기말,8144199327,제 1 기말,8460386430,18,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 3분기말,7718070478,제 1 기말,7658169337,19,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 2 기 3분기말,3576509549,제 1 기말,3566528447,20,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 3분기말,349494503362,제 1 기말,304802691804,21,KRW,280726002000,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 2 기 3분기말,32470901430,제 1 기말,40426506340,22,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 3분기말,798374663138,제 1 기말,824726773737,24,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업주주지분,-,제 2 기 3분기말,797222147786,제 1 기말,822869661844,25,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 3분기말,700934878625,제 1 기말,698565911386,26,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,자본조정,-,제 2 기 3분기말,-3923921102,제 1 기말,-3923921102,27,KRW,,,,,,489790,한화비전,CFS
20251113000398,11014,2025,01867758,BS,재무상태표,ifrs-full_AccumulatedOtherComprehensiveIncome,기타포괄손익누계액,-,제 2 기 3분기말,80756771774,제 1 기말,90682468777,28,KRW,,,,,,489790,한화비전,CFS
