rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,ticker,corp_name,fs_div
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 1분기말,2282944082338,제 1 기말,2269555200465,7,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 1분기말,35644354035,제 1 기말,33720429238,8,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 1분기말,9292937951,제 1 기말,8340921189,9,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 1분기말,2154190,제 1 기말,243570,10,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 1분기말,1981696989,제 1 기말,1968327534,11,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기 1분기말,1537717449,제 1 기말,1017974761,12,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 1분기말,22829847456,제 1 기말,22392962184,13,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 1분기말,2247299728303,제 1 기말,2235834771227,14,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 2 기 1분기말,12646549125,제 1 기말,12607176941,15,KRW,12044521000,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업투자,-,제 2 기 1분기말,7311090477,제 1 기말,7363918932,16,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기 1분기말,616773709305,제 1 기말,618355355849,17,KRW,618882580000,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_NetDeferredTaxAssets,이연법인세자산,-,제 2 기 1분기말,232591480,제 1 기말,106834095,18,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권 및 기타채권,-,제 2 기 1분기말,13964469625,제 1 기말,14324231918,19,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 2 기 1분기말,476108663,제 1 기말,1755509326,20,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 1분기말,0,제 1 기말,13530277,21,KRW,,,499790,GS피앤엘,CFS
20250514001003,11013,2025,01882845,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 1분기말,1289892086926,제 1 기말,1269099629278,22,KRW,1251039319000,,499790,GS피앤엘,CFS
