rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,ticker,corp_name,fs_div
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 21 기 3분기말,5658028775000,제 20 기말,5479186860000,7,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 21 기 3분기말,2358711928000,제 20 기말,1787698519000,8,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 21 기 3분기말,514692031000,제 20 기말,412039917000,9,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_CurrentFinanceLeaseReceivables,금융리스채권,-,제 21 기 3분기말,136960000,제 20 기말,172632000,10,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 21 기 3분기말,14985591000,제 20 기말,11993807000,11,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 21 기 3분기말,269650727000,제 20 기말,262261126000,12,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 21 기 3분기말,187957827000,제 20 기말,163151790000,13,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정비유동자산,-,제 21 기 3분기말,0,제 20 기말,102546000,14,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 21 기 3분기말,119980460000,제 20 기말,85128099000,15,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 21 기 3분기말,1251308332000,제 20 기말,852848602000,16,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 21 기 3분기말,3299316847000,제 20 기말,3691488341000,17,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 21 기 3분기말,265086144000,제 20 기말,281715675000,18,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 금융자산,-,제 21 기 3분기말,225000000000,제 20 기말,225000000000,19,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 21 기 3분기말,2128108246000,제 20 기말,2244256804000,20,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업 및 관계기업투자,-,제 21 기 3분기말,186561790000,제 20 기말,216075217000,21,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentFinanceLeaseReceivables,비유동금융리스채권,-,제 21 기 3분기말,573478000,제 20 기말,0,22,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치 측정 금융자산,-,제 21 기 3분기말,58253809000,제 20 기말,232499935000,23,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 21 기 3분기말,3679845000,제 20 기말,10582239000,24,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 21 기 3분기말,30760719000,제 20 기말,36367634000,25,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 21 기 3분기말,66736640000,제 20 기말,89600641000,26,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 21 기 3분기말,107046829000,제 20 기말,96950361000,27,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 21 기 3분기말,227509347000,제 20 기말,258439835000,28,KRW,,,,,,,352820,하이브,CFS
20260107000718,11014,2025,01204056,BS,재무상태표,ifrs-full_Equity,자본 총계,-,제 21 기 3분기말,3502737244000,제 20 기말,3513778658000,30,KRW,,,,,,,352820,하이브,CFS
