rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,12089710138,제 1 기,11857603728,7,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,1760870981,제 1 기,1816280819,8,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,21525150,제 1 기,117430,9,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_OtherFinancialAssets,기타금융자산,-,제 2 기,10271339551,제 1 기,10000000000,10,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_OtherNonfinancialAssets,기타자산,-,제 2 기,35974456,제 1 기,41205479,11,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_AccruedIncomeIncludingContractAssets,미수수익,-,제 2 기,35974456,제 1 기,41205479,12,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,9503965000,제 1 기,9503965000,15,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기,267111764,제 1 기,267111764,16,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,10458583997,제 1 기,10272759172,17,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,518000000,제 1 기,518000000,18,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기,169507233,제 1 기,-16317592,19,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,12089710138,제 1 기,11857603728,20,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_Borrowings,차입부채,-,제 2 기,1603335900,제 1 기,1547322815,22,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,dart_ConvertibleBonds,"전환사채, 총액",-,제 2 기,1603335900,제 1 기,1547322815,23,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_LoansReceived,금융기관 차입금(사채 제외),-,제 2 기,0,제 1 기,0,24,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,27790241,제 1 기,27556741,25,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1631126141,제 1 기,1584844556,26,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,ifrs-full_OtherNonfinancialLiabilities,기타부채,-,제 2 기,0,제 1 기,9965000,27,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,dart_DepositsReceived,예수금,-,제 2 기,0,제 1 기,33000,28,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,BS,재무상태표,dart_Payables,미지급금,-,제 2 기,0,제 1 기,9932000,29,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,dart_NonOperatingProfitLoss,영업외손익,-,제 2 기,261267975,제 1 기,18183806,6,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,dart_NonOperatingExpense,영업외비용,-,제 2 기,56013085,제 1 기,23784262,7,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,dart_NonOperatingIncome,영업외수익,-,제 2 기,317281060,제 1 기,41968068,8,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 2 기,185824825,제 1 기,-16317592,9,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,보통주기본주당이익(손실),-,제 2 기,36,제 1 기,-10,11,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,보통주희석주당이익(손실),-,제 2 기,34,제 1 기,-10,12,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 2 기,28375170,제 1 기,-1792942,13,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_OperatingExpense,영업비용,-,제 2 기,47067980,제 1 기,36294340,14,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncome,기타포괄손익,-,제 2 기,0,제 1 기,0,15,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_ProfitLoss,당기순이익(손실),-,제 2 기,185824825,제 1 기,-16317592,16,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_ProfitLossBeforeTax,법인세차감전순이익,-,제 2 기,214199995,제 1 기,-18110534,17,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_ProfitLossFromOperatingActivities,영업이익(손실),-,제 2 기,-47067980,제 1 기,-36294340,18,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CIS,포괄손익계산서,ifrs-full_Revenue,영업수익,-,제 2 기,0,제 1 기,0,19,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CF,현금흐름표,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,-,제 2 기,1816280819,제 1 기,0,2,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CF,현금흐름표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,1760870981,제 1 기,1816280819,7,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동순현금흐름,-,제 2 기,0,제 1 기,11841965000,9,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CF,현금흐름표,dart_ProceedsFromIssueOfConvertibleInstruments,전환가능상품의 발행으로 인한 현금 유입,-,제 2 기,0,제 1 기,1820000000,10,KRW,,489210,교보17호스팩,OFS
20260304001729,11011,2025,01866528,CF,현금흐름표,dart_ProceedsFromPaidinCapitalIncrease,유상증자,-,제 2 기,0,제 1 기,9842800000,11,KRW,,489210,교보17호스팩,OFS
