rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 35 기 반기말,399540001778,제 34 기말,397514155964,7,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 35 기 반기말,271896474205,제 34 기말,267611617008,8,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 35 기 반기말,110653522255,제 34 기말,100396234776,9,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,-표준계정코드 미사용-,기타 유동채권,-,제 35 기 반기말,1719568378,제 34 기말,2123034879,10,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 35 기 반기말,24688547641,제 34 기말,27975197832,11,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 35 기 반기말,467766351,제 34 기말,155268177,12,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 35 기 반기말,112754737778,제 34 기말,122722919279,13,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 35 기 반기말,15281517904,제 34 기말,8135491806,14,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 35 기 반기말,6330813898,제 34 기말,6103470259,15,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 35 기 반기말,127643527573,제 34 기말,129902538956,16,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,순확정급여자산,-,제 35 기 반기말,241216600,제 34 기말,531817739,17,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 35 기 반기말,255000000,제 34 기말,365000000,18,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타수취채권,-,제 35 기 반기말,391561384,제 34 기말,436335152,19,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 35 기 반기말,804222915,제 34 기말,606655234,20,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 35 기 반기말,2781612812,제 34 기말,2584552128,21,KRW,,,,,058610,에스피지,CFS
20250814001627,11012,2025,00220686,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 35 기 반기말,8660841413,제 34 기말,8644411186,22,KRW,,,,,058610,에스피지,CFS
