rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,ticker,corp_name,fs_div
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,1809393507006,제 1 기,1591146181854,7,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,1131827637474,제 1 기,996234441988,8,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,248756754664,제 1 기,153754690594,9,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialAssets,파생상품자산,-,제 2 기,2681376399,제 1 기,0,10,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,4399720149,제 1 기,10763706709,11,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,286435900302,제 1 기,308812995673,12,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기,15599500069,제 1 기,11412995125,13,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 2 기,19704000000,제 1 기,55340000000,14,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기,554250385891,제 1 기,456150053887,15,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,677565869532,제 1 기,594911739866,16,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,186811652336,제 1 기,144373258568,17,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기,81707590476,제 1 기,85624198940,18,KRW,102836842000,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권및기타채권,-,제 2 기,8127060763,제 1 기,8460386430,19,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기,8016871872,제 1 기,7658169337,20,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 2 기,4000804173,제 1 기,3566528447,21,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,360297523763,제 1 기,304802691804,22,KRW,281947395000,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 2 기,28604366149,제 1 기,40426506340,23,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,866219782825,제 1 기,824726773737,25,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업주주지분,-,제 2 기,865880645572,제 1 기,822869661844,26,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,700877171616,제 1 기,698565911386,27,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,자본조정,-,제 2 기,-3923921102,제 1 기,-3923921102,28,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_AccumulatedOtherComprehensiveIncome,기타포괄손익누계액,-,제 2 기,86387675417,제 1 기,90682468777,29,KRW,75305212000,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,25244195000,제 1 기,25244195000,30,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기,57295524641,제 1 기,12301007783,31,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 2 기,339137253,제 1 기,1857111893,32,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채및자본총계,-,제 2 기,1809393507006,제 1 기,1591146181854,33,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,626736338501,제 1 기,530103580800,35,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,차입금및사채,-,제 2 기,395589145602,제 1 기,228375274413,36,KRW,,,489790,한화비전,CFS
20260316001204,11011,2025,01867758,BS,재무상태표,ifrs-full_CurrentDerivativeFinancialLiabilities,파생상품부채,-,제 2 기,639949823,제 1 기,5250754917,37,KRW,,,489790,한화비전,CFS
