rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 27 기 반기말,104505494404,제 26 기말,100246445003,7,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 27 기 반기말,68605945347,제 26 기말,53196902516,8,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 27 기 반기말,16804679248,제 26 기말,11692461419,9,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익공정가치금융자산,-,제 27 기 반기말,14986838639,제 26 기말,15874186893,10,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 27 기 반기말,86041249,제 26 기말,514697494,11,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 27 기 반기말,11250936659,제 26 기말,13375738835,12,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 27 기 반기말,855446621,제 26 기말,200357031,13,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융자산,-,제 27 기 반기말,21694143600,제 26 기말,10009100000,14,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 27 기 반기말,2927859331,제 26 기말,1530360844,15,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 27 기 반기말,35899549057,제 26 기말,47049542487,16,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,dart_GoodwillGross,영업권,-,제 27 기 반기말,373273586,제 26 기말,373273586,17,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융자산,-,제 27 기 반기말,0,제 26 기말,10000000000,18,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,매출채권및기타채권,-,제 27 기 반기말,74060068,제 26 기말,72459469,19,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 27 기 반기말,7984194145,제 26 기말,8152804790,20,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 27 기 반기말,492239721,제 26 기말,491528470,21,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익공정가치금융자산,-,제 27 기 반기말,1000000,제 26 기말,1000000,22,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 27 기 반기말,26974781537,제 26 기말,27958476172,23,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 27 기 반기말,100828891931,제 26 기말,96006772289,25,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 27 기 반기말,99810618105,제 26 기말,95008164394,26,KRW,,,,,108490,로보티즈,CFS
20250814002191,11012,2025,00946030,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 27 기 반기말,83810299665,제 26 기말,79717427125,27,KRW,,,,,108490,로보티즈,CFS
