rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,ticker,corp_name,fs_div
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 50 기 1분기말,73917161000000,제 49 기말,70400532000000,7,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 50 기 1분기말,32610258000000,제 49 기말,30366398000000,8,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 50 기 1분기말,5643065000000,제 49 기말,4922378000000,9,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 50 기 1분기말,7067139000000,제 49 기말,6861834000000,10,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정비유동자산,-,제 50 기 1분기말,52112000000,제 49 기말,50334000000,11,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 50 기 1분기말,838428000000,제 49 기말,813365000000,12,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 50 기 1분기말,6957092000000,제 49 기말,6891336000000,13,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 50 기 1분기말,12052422000000,제 49 기말,10827151000000,14,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 50 기 1분기말,41306903000000,제 49 기말,40034134000000,15,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 50 기 1분기말,279615000000,제 49 기말,273366000000,16,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 50 기 1분기말,1273737000000,제 49 기말,1265628000000,17,KRW,,,,,,,012330,현대모비스,CFS
20260515002700,11013,2026,00164788,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 50 기 1분기말,39350000000,제 49 기말,38267000000,18,KRW,,,,,,,012330,현대모비스,CFS
