rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기,16156390796,제 1 기,15848534964,7,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,16156390796,제 1 기,15848534964,8,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_AccruedIncomeIncludingContractAssets,미수수익,-,제 2 기,184151010,제 1 기,253131507,9,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,1565316590,제 1 기,1595188947,10,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기,10505144,제 1 기,214510,11,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기,14396418052,제 1 기,14000000000,12,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,0,제 1 기,0,13,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기,13700754321,제 1 기,13700754321,15,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,dart_ConsiderationConversionRightsCapitalSurplus,전환권대가,-,제 2 기,207248221,제 1 기,207248221,16,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 2 기,13493506100,제 1 기,13493506100,17,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기,14861240806,제 1 기,14590447404,18,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,751000000,제 1 기,751000000,19,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,dart_IssuedCapitalOfCommonStock,보통주자본금,-,제 2 기,751000000,제 1 기,751000000,20,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 2 기,409486485,제 1 기,138693083,21,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,dart_UnappropriatedRetainedEarnings,미처분이익잉여금,-,제 2 기,409486485,제 1 기,138693083,22,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 2 기,16156390796,제 1 기,15848534964,23,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 2 기,0,제 1 기,0,25,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 2 기,1295149990,제 1 기,1258087560,26,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 2 기,1295149990,제 1 기,1258087560,27,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,dart_ConvertibleBonds,전환사채,-,제 2 기,1216964448,제 1 기,1166682083,28,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 2 기,78185542,제 1 기,91405477,29,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 2 기,-31421490,제 1 기,-37853442,6,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 2 기,270793402,제 1 기,138693083,7,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),-,제 2 기,36.06,제 1 기,28.34,9,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),-,제 2 기,34.9,제 1 기,28.34,10,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,ifrs-full_FinanceCosts,금융원가,-,제 2 기,50282365,제 1 기,41332187,11,KRW,,477340,에이치엠씨제7호스팩,OFS
20260312000923,11011,2025,01813377,CIS,포괄손익계산서,ifrs-full_InterestExpense,이자비용,-,제 2 기,50282365,제 1 기,41332187,12,KRW,,477340,에이치엠씨제7호스팩,OFS
