rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 1분기말,12405588362,제 1 기말,12332703415,7,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 1분기말,12405588362,제 1 기말,12332703415,8,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_AccruedIncomeIncludingContractAssets,미수수익,-,제 2 기 1분기말,100546448,제 1 기말,21857923,9,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 1분기말,2304896334,제 1 기말,2310699912,10,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 1분기말,145580,제 1 기말,145580,11,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기 1분기말,10000000000,제 1 기말,10000000000,12,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 1분기말,0,제 1 기말,0,13,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 1분기말,0,제 1 기말,0,14,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 1분기말,10902808662,제 1 기말,10902808662,16,KRW,,489480,키움제11호스팩,OFS
20250514000275,11013,2025,01873272,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 1분기말,11613208520,제 1 기말,11553560924,17,KRW,,489480,키움제11호스팩,OFS
