rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 30 기 반기말,145584289753,제 29 기말,148889638599,7,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 30 기 반기말,84669269885,제 29 기말,80370392536,8,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,dart_ShortTermOtherReceivables,기타수취채권,-,제 30 기 반기말,6493069848,제 29 기말,41251316117,9,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 30 기 반기말,297313074,제 29 기말,727049231,10,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 30 기 반기말,7919575393,제 29 기말,36840718479,11,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 30 기 반기말,229236152,제 29 기말,720088350,12,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융자산,-,제 30 기 반기말,68756731013,제 29 기말,0,13,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_InventoriesTotal,재고자산,-,제 30 기 반기말,890839154,제 29 기말,831220359,14,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 30 기 반기말,82505251,제 29 기말,0,15,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 30 기 반기말,60915019868,제 29 기말,68519246063,16,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,dart_LongTermOtherReceivablesGross,기타수취채권,-,제 30 기 반기말,42028052,제 29 기말,41614134,17,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 30 기 반기말,99450000,제 29 기말,99450000,18,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,당기손익-공정가치측정금융자산,-,제 30 기 반기말,1157757699,제 29 기말,7719893867,19,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 30 기 반기말,59615784117,제 29 기말,60658288062,20,KRW,,,,,084990,헬릭스미스,CFS
20250814003853,11012,2025,00359395,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 30 기 반기말,139490825593,제 29 기말,142037666741,22,KRW,,,,,084990,헬릭스미스,CFS
