rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 141 기 3분기말,1226528306128,제 140 기말,1214347475924,제 139 기,2067650,7,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 141 기 3분기말,165521928509,제 140 기말,145868325619,,,8,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_AllowanceForDoubtfulAcccountShortTermTradeReceivable,대손충당금,-,제 141 기 3분기말,1386846652,제 140 기말,1485031882,,,9,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_ShortTermDepositsProvidedNet,보증금,-,제 141 기 3분기말,964923803,제 140 기말,1008916510,,,10,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_ShortTermOtherReceivablesNet,미수금,-,제 141 기 3분기말,6275050793,제 140 기말,9745624784,,,11,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 141 기 3분기말,43797959017,제 140 기말,52912278168,,,12,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 141 기 3분기말,41595173241,제 140 기말,21620477438,,,13,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_CurrentAdvancesToSuppliers,선급금,-,제 141 기 3분기말,3095572997,제 140 기말,2540324029,,,14,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_CurrentPrepaidExpenses,선급비용,-,제 141 기 3분기말,2677137482,제 140 기말,3117422484,,,15,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 141 기 3분기말,65015821880,제 140 기말,54779182821,,,16,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 141 기 3분기말,3487135948,제 140 기말,1629131267,,,17,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 141 기 3분기말,1061006377619,제 140 기말,1068479150305,,,18,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_LongTermDepositsProvidedNet,장기보증금,-,제 141 기 3분기말,5253649026,제 140 기말,5149968223,,,19,KRW,,,,,000050,경방,CFS
20251114000501,11014,2025,00101628,BS,재무상태표,dart_LongTermPrepaidExpensesNet,장기선급비용,-,제 141 기 3분기말,157592518,제 140 기말,368748223,,,20,KRW,,,,,000050,경방,CFS
