rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,ticker,corp_name,fs_div
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 21 기 반기말,5616826875000,제 20 기말,5479186860000,7,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 21 기 반기말,2276356966000,제 20 기말,1787698519000,8,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 21 기 반기말,503201391000,제 20 기말,412039917000,9,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CurrentFinanceLeaseReceivables,금융리스채권,-,제 21 기 반기말,153571000,제 20 기말,172632000,10,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 21 기 반기말,8935222000,제 20 기말,11993807000,11,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 21 기 반기말,275614079000,제 20 기말,262261126000,12,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 21 기 반기말,189845340000,제 20 기말,163151790000,13,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정비유동자산,-,제 21 기 반기말,0,제 20 기말,102546000,14,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 21 기 반기말,129018167000,제 20 기말,85128099000,15,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 21 기 반기말,1169589196000,제 20 기말,852848602000,16,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 21 기 반기말,3340469909000,제 20 기말,3691488341000,17,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 21 기 반기말,262646723000,제 20 기말,281715675000,18,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 금융자산,-,제 21 기 반기말,225000000000,제 20 기말,225000000000,19,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 21 기 반기말,2102347585000,제 20 기말,2244256804000,20,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동기업 및 관계기업투자,-,제 21 기 반기말,217510180000,제 20 기말,216075217000,21,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentFinanceLeaseReceivables,비유동금융리스채권,-,제 21 기 반기말,589091000,제 20 기말,0,22,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치 측정 금융자산,-,제 21 기 반기말,55597748000,제 20 기말,232499935000,23,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 21 기 반기말,5929183000,제 20 기말,10582239000,24,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 21 기 반기말,37907378000,제 20 기말,36367634000,25,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 21 기 반기말,94896113000,제 20 기말,89600641000,26,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 21 기 반기말,100431696000,제 20 기말,96950361000,27,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 21 기 반기말,237614212000,제 20 기말,258439835000,28,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_Equity,자본 총계,-,제 21 기 반기말,3489314442000,제 20 기말,3513778658000,30,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유지분,-,제 21 기 반기말,3170720405000,제 20 기말,3214652758000,31,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본,-,제 21 기 반기말,138918328000,제 20 기말,128782288000,32,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 21 기 반기말,18111328000,제 20 기말,142108454000,33,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 21 기 반기말,20826049000,제 20 기말,20826049000,34,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 21 기 반기말,1470528849000,제 20 기말,1400600116000,35,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 21 기 반기말,1522335851000,제 20 기말,1522335851000,36,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 21 기 반기말,318594037000,제 20 기말,299125900000,37,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채와 자본 총계,-,제 21 기 반기말,5616826875000,제 20 기말,5479186860000,38,KRW,,,,,,,352820,하이브,CFS
20260107000712,11012,2025,01204056,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 21 기 반기말,763667320000,제 20 기말,830931772000,40,KRW,,,,,,,352820,하이브,CFS
