rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_amount,thstrm_add_amount,ticker,corp_name,fs_div
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_Assets,자산 총계,-,제 2 기,908410294974,제 1 기,1143492676338,7,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기,500132709550,제 1 기,683891275777,8,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,40977381234,제 1 기,31790200174,9,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_CurrentTaxAssets,유동당기법인세자산,-,제 2 기,1547537799,제 1 기,7336498154,10,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기,262157798576,제 1 기,348134181804,11,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기,19561609796,제 1 기,23700175516,12,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기,0,제 1 기,1207922872,13,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기,175888382145,제 1 기,271722297257,14,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기,408277585424,제 1 기,459601400561,15,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기,7407749880,제 1 기,8446049297,16,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기,20240895487,제 1 기,15967613793,17,KRW,6290000000,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 2 기,308367002591,제 1 기,323160473330,18,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 2 기,24071017829,제 1 기,0,19,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권및기타채권,-,제 2 기,5094035750,제 1 기,3883401779,20,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 2 기,149835000,제 1 기,0,21,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기,122410683,제 1 기,181640473,22,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기,1712500000,제 1 기,1712501470,23,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기,41112138204,제 1 기,106249720419,24,KRW,99190000000,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_Equity,자본 총계,-,제 2 기,522330127730,제 1 기,553338553702,26,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기,517091263774,제 1 기,548566013487,27,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기,60351212118,제 1 기,112249429715,28,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기,18629635000,제 1 기,18629635000,29,KRW,,,487570,HS효성,CFS
20260312001348,11011,2025,01854763,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기,338414905303,제 1 기,17991437419,30,KRW,,,487570,HS효성,CFS
