rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 53 기 반기말,4161401295502,제 52 기말,4323923757006,7,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 53 기 반기말,2095066728081,제 52 기말,2195061005399,8,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWorkNet,미청구공사,-,제 53 기 반기말,554512633158,제 52 기말,498005369966,9,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 53 기 반기말,329826710018,제 52 기말,344674696792,10,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,유동기타포괄손익-공정가치측정금융자산,-,제 53 기 반기말,40260370,제 52 기말,39425580,11,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLoss,유동당기손익-공정가치측정금융자산,-,제 53 기 반기말,121500000000,제 52 기말,91500000000,12,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 53 기 반기말,670066308,제 52 기말,5382835950,13,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 53 기 반기말,239029964151,제 52 기말,350220639198,14,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 53 기 반기말,211573017821,제 52 기말,209893666590,15,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 53 기 반기말,637914076255,제 52 기말,695344371323,16,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 53 기 반기말,2066334567421,제 52 기말,2128862751607,17,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 53 기 반기말,8186587699,제 52 기말,8616700397,18,KRW,제 51 기,11510803000,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계ㆍ공동기업투자,-,제 53 기 반기말,45731807788,제 52 기말,83318153533,19,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 53 기 반기말,1129203796211,제 52 기말,1149089976116,20,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NetDeferredTaxAssets,이연법인세자산,-,제 53 기 반기말,60160943206,제 52 기말,60047877574,21,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,비유동기타포괄손익-공정가치측정금융자산,-,제 53 기 반기말,39437633878,제 52 기말,39619089122,22,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss,비유동당기손익-공정가치측정금융자산,-,제 53 기 반기말,61504953579,제 52 기말,90919215104,23,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentReceivables,비유동매출채권및기타채권,-,제 53 기 반기말,564639862737,제 52 기말,530738395291,24,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 53 기 반기말,6105786023,제 52 기말,8629400643,25,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 53 기 반기말,151198767498,제 52 기말,155075609765,26,KRW,제 51 기,191049331000,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_RecognisedAssetsDefinedBenefitPlan,순확정급여자산,-,제 53 기 반기말,164428802,제 52 기말,2808334062,27,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 53 기 반기말,408806038919,제 52 기말,527198971669,29,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업 소유주지분,-,제 53 기 반기말,409565577974,제 52 기말,524267319131,30,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 53 기 반기말,2208344047,제 52 기말,7941839746,31,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_AdditionalPaidinCapital,기타불입자본,-,제 53 기 반기말,-181750417512,제 52 기말,-182356157732,32,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 53 기 반기말,147558924000,제 52 기말,147252797500,33,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 53 기 반기말,441548727439,제 52 기말,551428839617,34,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 53 기 반기말,-759539055,제 52 기말,2931652538,35,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채및자본총계,-,제 53 기 반기말,4161401295502,제 52 기말,4323923757006,36,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 53 기 반기말,2701194182457,제 52 기말,2499973532470,38,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,dart_ShortTermDueToCustomersForContractWork,초과청구공사,-,제 53 기 반기말,61763906432,제 52 기말,62474495047,39,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,유동차입금및사채,-,제 53 기 반기말,839412830168,제 52 기말,768594011398,40,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 53 기 반기말,424195513,제 52 기말,130072816,41,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타유동금융부채,-,제 53 기 반기말,301833864758,제 52 기말,152230375472,42,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 53 기 반기말,214457420600,제 52 기말,262546715573,43,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherShorttermProvisions,유동충당부채,-,제 53 기 반기말,876341523366,제 52 기말,790589023612,44,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 53 기 반기말,406960441620,제 52 기말,463408838552,45,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 53 기 반기말,3752595256583,제 52 기말,3796724785337,46,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 53 기 반기말,1051401074126,제 52 기말,1296751252867,47,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_LongtermBorrowings,비유동차입금및사채,-,제 53 기 반기말,705949849350,제 52 기말,788057368478,48,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NetDeferredTaxLiabilities,이연법인세부채,-,제 53 기 반기말,32158972229,제 52 기말,33142779552,49,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentPayables,비유동매입채무및기타채무,-,제 53 기 반기말,735900000,제 52 기말,2635319979,50,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,-,제 53 기 반기말,516714078,제 52 기말,,51,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherLongtermProvisions,비유동충당부채,-,제 53 기 반기말,139241482831,제 52 기말,135544832243,52,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 53 기 반기말,161000283643,제 52 기말,315098398861,53,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,BS,재무상태표,ifrs-full_OtherNoncurrentLiabilities,기타비유동부채,-,제 53 기 반기말,11797871995,제 52 기말,22272553754,54,KRW,,,,,,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_InterestIncomeFinanceIncome,금융수익-유효이자율법에 의한 이자수익,-,제 53 기 반기,9798623177,,,6,KRW,,,19882222757,제 52 기 반기,10802280111,21124581139,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 53 기 반기,29880151040,,,7,KRW,,,45396347941,제 52 기 반기,34446007304,72041639803,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_OtherGains,기타영업외수익,-,제 53 기 반기,12507191023,,,8,KRW,,,14889049221,제 52 기 반기,15736092989,17931573807,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_OtherLosses,기타영업외비용,-,제 53 기 반기,42800202016,,,9,KRW,,,49849541340,제 52 기 반기,10117070211,21116640055,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 53 기 반기,32184177658,,,10,KRW,,,59138057791,제 52 기 반기,43629411324,75214374479,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,dart_BadDebtExpensesSellingGeneralAdministrativeExpenses,대손상각비,-,제 53 기 반기,466749070,,,11,KRW,,,1013985856,제 52 기 반기,9795426397,10661204050,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,-표준계정코드 미사용-,일반판매비와관리비,-,제 53 기 반기,31717428588,,,12,KRW,,,58124071935,제 52 기 반기,33833984927,64553170429,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_CostOfSales,매출원가,-,제 53 기 반기,501797768081,,,13,KRW,,,1094743261476,제 52 기 반기,637520136293,1289401766765,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_BasicEarningsLossPerShare,기본주당반기순이익(손실),-,제 53 기 반기,-255,,,15,KRW,,,-390,제 52 기 반기,2198,1653,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_DilutedEarningsLossPerShare,희석주당반기순이익(손실),-,제 53 기 반기,-255,,,16,KRW,,,-390,제 52 기 반기,2198,1653,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_FinanceCosts,금융비용,-,제 53 기 반기,82775682530,,,17,KRW,,,132046137693,제 52 기 반기,40295765787,97830614370,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 53 기 반기,62064328698,,,18,KRW,,,104534405732,제 52 기 반기,78075418628,147256014282,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 53 기 반기,5595773471,,,19,KRW,,,436689576,제 52 기 반기,-7410619654,-10023973524,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_OtherFinanceIncome,금융수익-기타,-,제 53 기 반기,3911350,,,20,KRW,,,855827400,제 52 기 반기,0,2076455050,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_ProfitLoss,연결반기순이익(손실),-,제 53 기 반기,-74788464879,,,21,KRW,,,-113326427238,제 52 기 반기,33364209243,15576025595,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,-,제 53 기 반기,-2362820347,,,23,KRW,,,-3696054545,제 52 기 반기,-5215899256,-8493023471,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업 소유주지분,-,제 53 기 반기,-72425644532,,,24,KRW,,,-109630372693,제 52 기 반기,38580108499,24069049066,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-,제 53 기 반기,-80384238350,,,25,KRW,,,-113763116814,제 52 기 반기,40774828897,25599999119,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_Revenue,매출액,-,제 53 기 반기,563862096779,,,26,KRW,,,1199277667208,제 52 기 반기,715595554921,1436657781047,009410,태영건설,CFS
20250814003557,11012,2025,00153861,IS,손익계산서,ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,관계ㆍ공동기업투자손익,-,제 53 기 반기,-6998230394,,,27,KRW,,,-12890885100,제 52 기 반기,30203284491,31373003745,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,연결총포괄이익(손실),-,제 53 기 반기,-79323867736,,,6,KRW,,,-119304799470,제 52 기 반기,29951328626,10995928142,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 53 기 반기,-2362831407,,,8,KRW,,,-3691191593,제 52 기 반기,-5218249637,-8492936778,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업 소유주지분,-,제 53 기 반기,-76961036329,,,9,KRW,,,-115613607877,제 52 기 반기,35169578263,19488864920,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncome,연결기타포괄손익,-,제 53 기 반기,-4535402857,,,10,KRW,,,-5978372232,제 52 기 반기,-3412880617,-4580097453,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,법인세효과,-,제 53 기 반기,55883095,,,11,KRW,,,-186769582,제 52 기 반기,-442316938,-1205227285,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax,후속적으로 당기손익으로 재분류될 수 있는 항목,-,제 53 기 반기,-4724183943,,,12,KRW,,,-5357749789,제 52 기 반기,-1923309916,-596643217,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax,외화환산적립금,-,제 53 기 반기,-4724183943,,,13,KRW,,,-5357749789,제 52 기 반기,-1923309916,-596643217,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax,후속적으로 당기손익으로 재분류되지 않는 항목(세전기타포괄손익),-,제 53 기 반기,244664181,,,14,KRW,,,-807392025,제 52 기 반기,-1931887639,-5188681521,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,-표준계정코드 미사용-,지분법이익잉여금,-,제 53 기 반기,0,,,15,KRW,,,0,제 52 기 반기,-1,-1,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치측정금융자산평가손익,-,제 53 기 반기,479990,,,16,KRW,,,-488616268,제 52 기 반기,-1481602341,-4468022477,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채의 재측정요소,-,제 53 기 반기,244184191,,,17,KRW,,,-318775757,제 52 기 반기,-450285297,-720659043,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되지 않는 항목(세후기타포괄손익),-,제 53 기 반기,188781086,,,18,KRW,,,-620622443,제 52 기 반기,-1489570701,-3983454236,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CIS,포괄손익계산서,ifrs-full_ProfitLoss,연결반기순이익(손실),-,제 53 기 반기,-74788464879,,,19,KRW,,,-113326427238,제 52 기 반기,33364209243,15576025595,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초현금및현금성자산,-,제 53 기 반기,344674696792,,,2,KRW,,,,제 52 기 반기,230661360830,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말현금및현금성자산,-,제 53 기 반기,329826710018,,,3,KRW,,,,제 52 기 반기,333909121129,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,-,제 53 기 반기,-40623146095,,,8,KRW,,,,제 52 기 반기,151738645005,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,기타유동금융부채의 감소,-,제 53 기 반기,418660000,,,9,KRW,,,,제 52 기 반기,1944777800,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,기타비유동금융부채의 감소,-,제 53 기 반기,853580000,,,10,KRW,,,,제 52 기 반기,349679000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,기타유동금융부채의 증가,-,제 53 기 반기,0,,,11,KRW,,,,제 52 기 반기,334748800,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,기타비유동금융부채의 증가,-,제 53 기 반기,3454280000,,,12,KRW,,,,제 52 기 반기,2036150000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,단주대금의 지급,-,제 53 기 반기,805510,,,13,KRW,,,,제 52 기 반기,0,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_InterestPaidClassifiedAsFinancingActivities,이자비용의 지급,-,제 53 기 반기,25787772249,,,14,KRW,,,,제 52 기 반기,65839941120,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,리스부채의 감소,-,제 53 기 반기,2588356504,,,15,KRW,,,,제 52 기 반기,3931675644,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromCurrentBorrowings,유동차입금및사채의 차입,-,제 53 기 반기,3210505022,,,16,KRW,,,,제 52 기 반기,367805798880,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromNoncurrentBorrowings,비유동차입금및사채의 차입,-,제 53 기 반기,1000000000,,,17,KRW,,,,제 52 기 반기,141694201120,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_RepaymentsOfCurrentBorrowings,유동차입금및사채의 상환,-,제 53 기 반기,18638756854,,,18,KRW,,,,제 52 기 반기,177381570031,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_RepaymentsOfNoncurrentBorrowings,비유동차입금및사채의 상환,-,제 53 기 반기,0,,,19,KRW,,,,제 52 기 반기,110684610200,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동으로 인한 현금흐름,-,제 53 기 반기,29407407880,,,20,KRW,,,,제 52 기 반기,56436250617,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,dart_ProceedsFromSalesOfNonCurrentFairValueFinancialAsset,비유동당기손익-공정가치측정금융자산의 처분,-,제 53 기 반기,1537676983,,,21,KRW,,,,제 52 기 반기,31512340000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,dart_PurchaseOfInvestmentsInAssociates,관계기업투자주식의 취득,-,제 53 기 반기,0,,,22,KRW,,,,제 52 기 반기,2122200,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,dart_PurchaseOfNonCurrentFairValueFinancialAsset,비유동당기손익-공정가치측정금융자산의 취득,-,제 53 기 반기,0,,,23,KRW,,,,제 52 기 반기,4700969840,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,유동기타포괄손익-공정가치측정금융자산의 취득,-,제 53 기 반기,1255330842,,,24,KRW,,,,제 52 기 반기,167294744,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,비유동기타포괄손익-공정가치측정금융자산의 취득,-,제 53 기 반기,307995814,,,25,KRW,,,,제 52 기 반기,0,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,유동매출채권및기타채권의 감소,-,제 53 기 반기,5344350102,,,26,KRW,,,,제 52 기 반기,7048224690,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,비유동매출채권및기타채권의 감소,-,제 53 기 반기,9397108766,,,27,KRW,,,,제 52 기 반기,14339888281,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,유동매출채권및기타채권의 증가,-,제 53 기 반기,0,,,28,KRW,,,,제 52 기 반기,10836568635,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,비유동매출채권및기타채권의 증가,-,제 53 기 반기,9109268806,,,29,KRW,,,,제 52 기 반기,6350310535,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,비유동기타포괄손익-공정가치측정금융자산의 처분,-,제 53 기 반기,0,,,30,KRW,,,,제 52 기 반기,19561301823,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,-표준계정코드 미사용-,기타비유동자산의 처분,-,제 53 기 반기,0,,,31,KRW,,,,제 52 기 반기,280000000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,연결범위변동에 의한 현금유입,-,제 53 기 반기,0,,,32,KRW,,,,제 52 기 반기,9106600000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_CashFlowsUsedInObtainingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,연결범위변동에 의한 현금유출,-,제 53 기 반기,0,,,33,KRW,,,,제 52 기 반기,1524203044,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_DividendsReceivedClassifiedAsInvestingActivities,배당수익의 수취,-,제 53 기 반기,1932672820,,,34,KRW,,,,제 52 기 반기,2600705496,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_InterestReceivedClassifiedAsInvestingActivities,이자수익의 수취,-,제 53 기 반기,3662309734,,,35,KRW,,,,제 52 기 반기,3045463466,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromDisposalOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleAndDiscontinuedOperations,매각예정비유동자산의 처분,-,제 53 기 반기,0,,,36,KRW,,,,제 52 기 반기,1894000000,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,-,제 53 기 반기,0,,,37,KRW,,,,제 52 기 반기,2836363637,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfInvestmentProperty,투자부동산의 처분,-,제 53 기 반기,20000000000,,,38,KRW,,,,제 52 기 반기,5033612533,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,-,제 53 기 반기,23804971,,,39,KRW,,,,제 52 기 반기,7452801364,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_PurchaseOfInvestmentProperty,투자부동산의 취득,-,제 53 기 반기,0,,,40,KRW,,,,제 52 기 반기,20165015540,,009410,태영건설,CFS
20250814003557,11012,2025,00153861,CF,현금흐름표,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,-,제 53 기 반기,1817920034,,,41,KRW,,,,제 52 기 반기,4528566135,,009410,태영건설,CFS
