rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 41 기 1분기말,517538663090,제 40 기말,499351468105,7,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_CurrentAssets,Ⅰ.유동자산,-,제 41 기 1분기말,317212409060,제 40 기말,295771084439,8,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_CurrentDerivativeAsset,유동파생상품자산,-,제 41 기 1분기말,2968954912,제 40 기말,2968954912,9,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 41 기 1분기말,66479995502,제 40 기말,71676087200,10,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,-표준계정코드 미사용-,기타유동수취채권,-,제 41 기 1분기말,53610107457,제 40 기말,64418077451,11,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 41 기 1분기말,73436284515,제 40 기말,23328229173,12,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 41 기 1분기말,103511794361,제 40 기말,93724012046,13,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 41 기 1분기말,4984932000,제 40 기말,4984932000,14,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 41 기 1분기말,3856692101,제 40 기말,2305552200,15,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 41 기 1분기말,8363648212,제 40 기말,32365239457,16,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_NoncurrentAssets,Ⅱ.비유동자산,-,제 41 기 1분기말,200326254030,제 40 기말,203580383666,17,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,-표준계정코드 미사용-,기타비유동수취채권,-,제 41 기 1분기말,4611472360,제 40 기말,4404020820,18,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,-표준계정코드 미사용-,순확정급여자산,-,제 41 기 1분기말,4794047536,제 40 기말,6399835419,19,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 41 기 1분기말,739227094,제 40 기말,2913061239,20,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 41 기 1분기말,13848072319,제 40 기말,12214701108,21,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 41 기 1분기말,2517897980,제 40 기말,2517897980,22,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 41 기 1분기말,1178490066,제 40 기말,1178490066,23,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 41 기 1분기말,3010657637,제 40 기말,3010657637,24,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 41 기 1분기말,146111024826,제 40 기말,147020987747,25,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 41 기 1분기말,23515364212,제 40 기말,23920731650,26,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 41 기 1분기말,391053490232,제 40 기말,400611022456,28,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유지분,-,제 41 기 1분기말,390940471883,제 40 기말,400419281776,29,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 41 기 1분기말,143470876841,제 40 기말,143419838931,30,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 41 기 1분기말,-31030248175,제 40 기말,-30990720682,31,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 41 기 1분기말,865278747,제 40 기말,854079071,32,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 41 기 1분기말,26409935000,제 40 기말,26409935000,33,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 41 기 1분기말,251224629470,제 40 기말,260726149456,34,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_NoncontrollingInterests,Ⅱ. 비지배지분,-,제 41 기 1분기말,113018349,제 40 기말,191740680,35,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 41 기 1분기말,517538663090,제 40 기말,499351468105,36,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,ifrs-full_CurrentLiabilities,Ⅰ.유동부채,-,제 41 기 1분기말,121963873925,제 40 기말,94267395263,38,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 41 기 1분기말,69414951961,제 40 기말,42905968571,39,KRW,,,,,018250,애경산업,CFS
20250514000258,11013,2025,00139454,BS,재무상태표,-표준계정코드 미사용-,기타지급채무,-,제 41 기 1분기말,39866530345,제 40 기말,38176790205,40,KRW,,,,,018250,애경산업,CFS
