rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 44 기 반기말,458099140090,제 43 기말,455354545266,7,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 44 기 반기말,296529795862,제 43 기말,317192998284,8,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 44 기 반기말,81024827566,제 43 기말,125789688254,9,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 44 기 반기말,697528700,제 43 기말,1079120223,10,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 44 기 반기말,82005958686,제 43 기말,78359629875,11,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 44 기 반기말,15588301958,제 43 기말,10546582169,12,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 44 기 반기말,117213178952,제 43 기말,101417977763,13,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermAccruedIncome,"단기미수수익, 총액",-,제 44 기 반기말,108161655,제 43 기말,33128294,14,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermAdvancePayments,"단기선급금, 총액",-,제 44 기 반기말,1160127800,제 43 기말,1633553875,15,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermDepositsProvided,단기보증금자산,-,제 44 기 반기말,158728500,제 43 기말,359454500,16,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermLoans,"단기대여금, 총액",-,제 44 기 반기말,377032686,제 43 기말,793259445,17,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermOtherReceivables,"단기미수금, 총액",-,제 44 기 반기말,6757214211,제 43 기말,4871946445,18,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermPrepaidExpenses,"단기선급비용, 총액",-,제 44 기 반기말,1460430234,제 43 기말,700507186,19,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 44 기 반기말,107191483866,제 43 기말,93026128018,20,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 44 기 반기말,161569344228,제 43 기말,138161546982,21,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 44 기 반기말,2000000,제 43 기말,2000000,22,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_LongTermDepositsProvidedGross,장기보증금자산,-,제 44 기 반기말,1093058633,제 43 기말,1008732494,23,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_LongTermLoansGross,"장기대여금, 총액",-,제 44 기 반기말,38333413,제 43 기말,55833403,24,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_LongTermPrepaidExpenses,"장기선급비용, 총액",-,제 44 기 반기말,141862760,제 43 기말,189257921,25,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,dart_NonCurrentFairValueFinancialAsset,비유동당기손익인식금융자산,-,제 44 기 반기말,3790816345,제 43 기말,3805716940,26,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 44 기 반기말,4690064484,제 43 기말,2501478781,27,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 44 기 반기말,6441988176,제 43 기말,6651188454,28,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 44 기 반기말,26000000,제 43 기말,26000000,29,KRW,,,,,036890,진성티이씨,CFS
20250814000923,11012,2025,00174208,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 44 기 반기말,144966229080,제 43 기말,122630382616,30,KRW,,,,,036890,진성티이씨,CFS
