rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 2 기 반기말,14523238208,제 1 기말,14389802915,7,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 반기말,14523238208,제 1 기말,14389802915,8,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_AccruedIncomeIncludingContractAssets,미수수익,-,제 2 기 반기말,247347945,제 1 기말,38082192,9,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 반기말,275865123,제 1 기말,351681723,10,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 2 기 반기말,25140,제 1 기말,39000,11,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 2 기 반기말,14000000000,제 1 기말,14000000000,12,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 반기말,0,제 1 기말,0,13,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 반기말,0,제 1 기말,0,14,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 2 기 반기말,11653817780,제 1 기말,11653817780,16,KRW,,492220,KB제31호스팩,OFS
20250812000149,11012,2025,01866926,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 2 기 반기말,12345113464,제 1 기말,12266843896,17,KRW,,492220,KB제31호스팩,OFS
