rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 46 기 1분기말,1800285577915,제 45 기말,1702996461973,7,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 46 기 1분기말,992538037425,제 45 기말,916854791424,8,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWorkNet,미청구공사,-,제 46 기 1분기말,163860532052,제 45 기말,197869584893,9,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 46 기 1분기말,62210526661,제 45 기말,81252027623,10,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 46 기 1분기말,391309290,제 45 기말,244405066,11,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 46 기 1분기말,321214551802,제 45 기말,256679739974,12,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 46 기 1분기말,68030774238,제 45 기말,74050004898,13,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타자산,-,제 46 기 1분기말,231686410155,제 45 기말,167351180745,14,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 46 기 1분기말,60000000,제 45 기말,600000000,15,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_OtherCurrentReceivables,기타채권,-,제 46 기 1분기말,145083933227,제 45 기말,138807848225,16,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 46 기 1분기말,807747540490,제 45 기말,786141670549,17,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 46 기 1분기말,62648465532,제 45 기말,62476798457,18,KRW,,,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 46 기 1분기말,4044502015,제 45 기말,4116875087,19,KRW,제 44 기,4119239000,,,,,014790,HL D&I,CFS
20250515002868,11013,2025,00161116,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업지분증권,-,제 46 기 1분기말,66236237492,제 45 기말,50279596816,20,KRW,,,,,,,014790,HL D&I,CFS
