rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 73 기,211164112134,제 72 기,204811085193,제 71 기,256575339407,7,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 73 기,121071760175,제 72 기,120309266635,제 71 기,143761145699,8,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 73 기,10459347104,제 72 기,2912248704,제 71 기,29278844727,9,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치 측정 금융자산,-,제 73 기,19884713275,제 72 기,5994194300,제 71 기,7697636944,10,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_CurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 유동금융자산,-,제 73 기,0,제 72 기,5460896820,제 71 기,0,11,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 73 기,84629660,제 72 기,145592014,제 71 기,223602170,12,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 73 기,30657516617,제 72 기,34840898904,제 71 기,47002688930,13,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 73 기,2937958074,제 72 기,7878063702,제 71 기,476710683,14,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 73 기,5600000000,제 72 기,0,제 71 기,0,15,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 73 기,51447595445,제 72 기,63077372191,제 71 기,59081662245,16,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 73 기,90092351959,제 72 기,84501818558,제 71 기,112814193708,17,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,확정급여자산,-,제 73 기,627629220,제 72 기,846677857,제 71 기,714861586,18,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 73 기,2000000,제 72 기,2000000,제 71 기,2000000,19,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권및기타채권,-,제 73 기,30420964,제 72 기,28793158,제 71 기,29723146,20,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 73 기,49056000,제 72 기,49056000,제 71 기,49540000,21,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 73 기,20064234803,제 72 기,20129640599,제 71 기,20195046395,22,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치 측정 금융자산(비유동),-,제 73 기,24603354649,제 72 기,16544903372,제 71 기,29763167826,23,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 측정 금융자산,-,제 73 기,60000,제 72 기,1695811392,제 71 기,16466730295,24,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 73 기,44715596323,제 72 기,45204936180,제 71 기,45593124460,25,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 73 기,125941695790,제 72 기,125941695790,제 71 기,125941695790,27,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 73 기,5648084444,제 72 기,-7929538377,제 71 기,-7929538377,28,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 73 기,598993148,제 72 기,625172020,제 71 기,-474881309,29,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 73 기,188570901745,제 72 기,179075206968,제 71 기,223111137050,30,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 73 기,4150000000,제 72 기,4150000000,제 71 기,4150000000,31,KRW,,001080,만호제강,OFS
20250918000340,11011,2025,00120872,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 73 기,52232128363,제 72 기,56287877535,제 71 기,101423860946,32,KRW,,001080,만호제강,OFS
