rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 26 기 반기말,52434804817,제 25 기말,52739290276,7,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 26 기 반기말,27746339386,제 25 기말,28464735068,8,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 26 기 반기말,2415662250,제 25 기말,2000466450,9,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 26 기 반기말,491386183,제 25 기말,601074913,10,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 26 기 반기말,6792632211,제 25 기말,6977084840,11,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치측정금융자산,-,제 26 기 반기말,4614684000,제 25 기말,3354398398,12,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 26 기 반기말,50914170,제 25 기말,138950000,13,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 26 기 반기말,7341756957,제 25 기말,5253879297,14,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 26 기 반기말,39303615,제 25 기말,138881170,15,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 26 기 반기말,6000000000,제 25 기말,10000000000,16,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 26 기 반기말,24688465431,제 25 기말,24274555208,17,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,-표준계정코드 미사용-,기타채권,-,제 26 기 반기말,210034225,제 25 기말,193510225,18,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 26 기 반기말,6132484427,제 25 기말,5981859137,19,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 26 기 반기말,838956782,제 25 기말,783057461,20,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업투자주식,-,제 26 기 반기말,168825811,제 25 기말,225813266,21,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 26 기 반기말,813098013,제 25 기말,534750000,22,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,비유동파생상품자산,-,제 26 기 반기말,813098013,제 25 기말,534750000,23,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 26 기 반기말,16394294048,제 25 기말,16371788892,24,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 26 기 반기말,130772125,제 25 기말,183776227,25,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_CapitalSurplus,기타불입자본,-,제 26 기 반기말,27290851844,제 25 기말,27290851844,27,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 26 기 반기말,1272997756,제 25 기말,1040453709,28,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 26 기 반기말,29647274437,제 25 기말,30272634823,29,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 26 기 반기말,2959445000,제 25 기말,2959445000,30,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 26 기 반기말,-1876020163,제 25 기말,-1018115730,31,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채및자본총계,-,제 26 기 반기말,52434804817,제 25 기말,52739290276,32,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 26 기 반기말,5634483840,제 25 기말,5078119387,34,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_ShortTermOtherPayables,기타채무,-,제 26 기 반기말,842905779,제 25 기말,840383330,35,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 26 기 반기말,710732220,제 25 기말,1327394915,36,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동성리스부채,-,제 26 기 반기말,81036703,제 25 기말,105884456,37,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentPortionOfLongtermBorrowings,유동성장기부채,-,제 26 기 반기말,2480000000,제 25 기말,2480000000,38,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 26 기 반기말,175883374,제 25 기말,204934406,39,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 26 기 반기말,0,제 25 기말,0,40,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타 유동부채,-,제 26 기 반기말,363925764,제 25 기말,119522280,41,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_ShorttermBorrowings,유동 차입금(사채 포함),-,제 26 기 반기말,980000000,제 25 기말,0,42,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 26 기 반기말,22787530380,제 25 기말,22466655453,43,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 26 기 반기말,17153046540,제 25 기말,17388536066,44,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 26 기 반기말,3480000000,제 25 기말,4720000000,45,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,기타비유동채무,-,제 26 기 반기말,4664461513,제 25 기말,4230006510,46,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_ConvertibleBonds,"전환사채, 총액",-,제 26 기 반기말,4641560963,제 25 기말,4212105960,47,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_LongTermAccruedExpensesGross,"장기미지급비용, 총액",-,제 26 기 반기말,22900550,제 25 기말,17900550,48,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_PresentValueOfDefinedBenefitObligation,순확정급여채무,-,제 26 기 반기말,6134163357,제 25 기말,5896076587,49,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,비유동 리스부채,-,제 26 기 반기말,65222666,제 25 기말,95240407,50,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_NoncurrentProvisions,비유동충당부채,-,제 26 기 반기말,173867369,제 25 기말,110202562,51,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 26 기 반기말,2635331635,제 25 기말,2337010000,52,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,BS,재무상태표,dart_NonCurrentDerivativeLiabilities,비유동파생상품부채,-,제 26 기 반기말,2635331635,제 25 기말,2337010000,53,KRW,,,,,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 26 기 반기,-1136010376,,,6,KRW,-594026260,제 25 기 반기,-3442399947,-6388386653,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,dart_OtherGains,기타수익,-,제 26 기 반기,1376505,,,7,KRW,112695246,제 25 기 반기,23753850,95464180,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,dart_OtherLosses,기타비용,-,제 26 기 반기,702800,,,8,KRW,1002806,제 25 기 반기,300012,623617,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 26 기 반기,2188408884,,,9,KRW,4182165574,제 25 기 반기,1413089541,3193270903,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 26 기 반기,-1395197210,,,10,KRW,-862680932,제 25 기 반기,-3470727933,-4507545535,424980,마이크로투나노,OFS
20250814002643,11012,2025,00624378,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 26 기 반기,4298408492,,,11,KRW,7233932436,제 25 기 반기,4190123684,5980450024,424980,마이크로투나노,OFS
