rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_Assets,자산 총계,-,제 2 기 반기말,1055204199158,제 1 기말,1143492676338,7,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 2 기 반기말,635272710553,제 1 기말,683891275777,8,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 반기말,22637285570,제 1 기말,31790200174,9,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_CurrentTaxAssets,유동당기법인세자산,-,제 2 기 반기말,1416036488,제 1 기말,7336498154,10,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 2 기 반기말,303759039923,제 1 기말,348134181804,11,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 2 기 반기말,20517618073,제 1 기말,23700175516,12,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기 반기말,3257834338,제 1 기말,1207922872,13,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 2 기 반기말,283684896161,제 1 기말,271722297257,14,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 2 기 반기말,419931488605,제 1 기말,459601400561,15,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 2 기 반기말,9511438079,제 1 기말,8446049297,16,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,-,제 2 기 반기말,21151941122,제 1 기말,15967613793,17,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 2 기 반기말,318835912654,제 1 기말,323160473330,18,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_NoncurrentReceivables,장기매출채권및기타채권,-,제 2 기 반기말,5239947757,제 1 기말,3883401779,19,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 2 기 반기말,140139195,제 1 기말,181640473,20,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 반기말,1712501356,제 1 기말,1712501470,21,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 2 기 반기말,63339608442,제 1 기말,106249720419,22,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_Equity,자본 총계,-,제 2 기 반기말,535641906789,제 1 기말,553338553702,24,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기 반기말,530575605006,제 1 기말,548566013487,25,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기 반기말,89415250905,제 1 기말,112249429715,26,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 2 기 반기말,18629635000,제 1 기말,18629635000,27,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 2 기 반기말,322835207748,제 1 기말,17991437419,28,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_SharePremium,주식발행초과금,-,제 2 기 반기말,99695511353,제 1 기말,399695511353,29,KRW,,487570,HS효성,CFS
20250814003090,11012,2025,01854763,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 2 기 반기말,5066301783,제 1 기말,4772540215,30,KRW,,487570,HS효성,CFS
