rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,ticker,corp_name,fs_div
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 65 기 3분기말,253091544000000,제 64 기말,246807795000000,7,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 65 기 3분기말,31866846000000,제 64 기말,29255205000000,8,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 65 기 3분기말,2275359000000,제 64 기말,2382979000000,9,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 65 기 3분기말,84423000000,제 64 기말,78495000000,10,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 65 기 3분기말,9882246000000,제 64 기말,9769236000000,11,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정자산,-,제 65 기 3분기말,75905000000,제 64 기말,45648000000,12,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_OtherCurrentAssets,유동비금융자산,-,제 65 기 3분기말,1451106000000,제 64 기말,1267914000000,13,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,유동금융자산,-,제 65 기 3분기말,5878256000000,제 64 기말,3494717000000,14,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 65 기 3분기말,12219551000000,제 64 기말,12216216000000,15,KRW,,,,,,,015760,한국전력공사,CFS
20251114001180,11014,2025,00159193,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 65 기 3분기말,221224698000000,제 64 기말,217552590000000,16,KRW,,,,,,,015760,한국전력공사,CFS
