rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,ticker,corp_name,fs_div
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 3 기 1분기말,9957189860,제 2 기말,9898188818,7,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 3 기 1분기말,9957189860,제 2 기말,9898188818,8,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,-표준계정코드 미사용-,미수수익,-,제 3 기 1분기말,187232877,제 2 기말,121150685,9,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,-표준계정코드 미사용-,선납세금,-,제 3 기 1분기말,297410,제 2 기말,297410,10,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 3 기 1분기말,1769659573,제 2 기말,1776740723,12,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 3 기 1분기말,8000000000,제 2 기말,8000000000,13,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 3 기 1분기말,7804112950,제 2 기말,7804112950,16,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 3 기 1분기말,270080763,제 2 기말,270080763,17,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 3 기 1분기말,8573817410,제 2 기말,8543966047,18,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 3 기 1분기말,442000000,제 2 기말,442000000,19,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 3 기 1분기말,57623697,제 2 기말,27772334,20,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 3 기 1분기말,9957189860,제 2 기말,9898188818,21,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 3 기 1분기말,5500000,제 2 기말,,23,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,-표준계정코드 미사용-,미지급금,-,제 3 기 1분기말,5500000,제 2 기말,,24,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 3 기 1분기말,1383372450,제 2 기말,1354222771,25,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 3 기 1분기말,1377872450,제 2 기말,1354222771,26,KRW,,473950,SK증권제13호스팩,OFS
20250514000476,11013,2025,01801822,BS,재무상태표,-표준계정코드 미사용-,전환사채,-,제 3 기 1분기말,1341864968,제 2 기말,1321495294,27,KRW,,473950,SK증권제13호스팩,OFS
