rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,bfefrmtrm_nm,bfefrmtrm_amount,ticker,corp_name,fs_div
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 54 기 1분기말,888701466112,제 53 기말,885079753443,7,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 54 기 1분기말,336937417307,제 53 기말,329901419756,8,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 54 기 1분기말,16939487848,제 53 기말,40296836459,9,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 54 기 1분기말,60455666,제 53 기말,122881060,10,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 54 기 1분기말,192943545451,제 53 기말,176193749567,11,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타자산,-,제 54 기 1분기말,10282118964,제 53 기말,10564755848,12,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 54 기 1분기말,5992983541,제 53 기말,5989957174,13,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 54 기 1분기말,110718825837,제 53 기말,96733239648,14,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 54 기 1분기말,551764048805,제 53 기말,555178333687,15,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
20250613000486,11013,2025,00119140,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 54 기 1분기말,6000000,제 53 기말,6000000,16,KRW,,,,,,,143210,핸즈코퍼레이션,CFS
