ticker,corp_code,corp_name,bsns_year,reprt_code,report_name,fs_div,period_end,account_id,account_nm,amount
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,total_equity,annualStockholdersEquity,218569000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,total_equity,annualStockholdersEquity,233073000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,total_equity,annualStockholdersEquity,245413000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,total_equity,annualStockholdersEquity,262614000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,eps,annualBasicEPS,2.84
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,eps,annualBasicEPS,3.32
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,eps,annualBasicEPS,3.02
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,eps,annualBasicEPS,3.68
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,investing_cash_flow,annualInvestingCashFlow,-335162000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,investing_cash_flow,annualInvestingCashFlow,-170223000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,investing_cash_flow,annualInvestingCashFlow,-45797000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,investing_cash_flow,annualInvestingCashFlow,-8246000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2021,10-K,annual,YF_TS,2021-09-30,long_term_debt,annualLongTermDebt,5000000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,long_term_debt,annualLongTermDebt,35000000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,long_term_debt,annualLongTermDebt,20000000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,long_term_debt,annualLongTermDebt,20000000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,net_income,annualNetIncome,23600000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,net_income,annualNetIncome,27118000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,net_income,annualNetIncome,24283000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,net_income,annualNetIncome,29161000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,total_liabilities,annualTotalLiabilitiesNetMinorityInterest,1641939000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,total_liabilities,annualTotalLiabilitiesNetMinorityInterest,1606832000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,total_liabilities,annualTotalLiabilitiesNetMinorityInterest,1678062000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,total_liabilities,annualTotalLiabilitiesNetMinorityInterest,1750165000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,capex,annualCapitalExpenditure,-911000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,capex,annualCapitalExpenditure,-1106000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,capex,annualCapitalExpenditure,-1309000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,capex,annualCapitalExpenditure,-1735000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,cash,annualCashAndCashEquivalents,339649000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,cash,annualCashAndCashEquivalents,143909000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,cash,annualCashAndCashEquivalents,174937000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,cash,annualCashAndCashEquivalents,250645000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,revenue,annualTotalRevenue,64653000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,revenue,annualTotalRevenue,75641000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,revenue,annualTotalRevenue,70890000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,revenue,annualTotalRevenue,78416000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,eps,annualDilutedEPS,2.82
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,eps,annualDilutedEPS,3.29
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,eps,annualDilutedEPS,3.01
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,eps,annualDilutedEPS,3.67
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,operating_cash_flow,annualOperatingCashFlow,26500000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,operating_cash_flow,annualOperatingCashFlow,30997000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,operating_cash_flow,annualOperatingCashFlow,23020000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,operating_cash_flow,annualOperatingCashFlow,30158000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,financing_cash_flow,annualFinancingCashFlow,45221000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,financing_cash_flow,annualFinancingCashFlow,-48808000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2024,10-K,annual,YF_TS,2024-09-30,financing_cash_flow,annualFinancingCashFlow,58784000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2025,10-K,annual,YF_TS,2025-09-30,financing_cash_flow,annualFinancingCashFlow,56788000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2022,10-K,annual,YF_TS,2022-09-30,total_assets,annualTotalAssets,1860508000.0
TSBK,TSBK,"Timberland Bancorp, Inc. - Common Stock",2023,10-K,annual,YF_TS,2023-09-30,total_assets,annualTotalAssets,1839905000.0
