ticker,corp_code,corp_name,bsns_year,reprt_code,report_name,fs_div,revenue,gross_profit,operating_income,net_income,total_assets,total_liabilities,total_equity,cash,short_term_debt,long_term_debt,operating_cash_flow,investing_cash_flow,financing_cash_flow,capex,eps,bps
000040,00112378,KR모터스,2024,11013,q1,CFS,13107584000.0,-363765059.0,-4666986289.0,-7614010041.0,137528893025.0,124830048429.0,12237207865.0,10647784934.0,25406957154.0,0.0,-2236407012.0,-106749370.0,-375047975.0,12677915.0,-79.0,141.67504250989498
000040,00112378,KR모터스,2024,11014,q3,CFS,18024754558.0,2042970633.0,-802373409.0,-2741795653.0,147278525371.0,117814823207.0,15022825935.0,7272856231.0,25980802000.0,,-10059220417.0,-21345816058.0,25140417415.0,49129981.0,-46.0,173.92525537195962
000040,00112378,KR모터스,2025,11011,annual,CFS,13820791334.0,2126896019.0,-2891596054.0,-1895969813.0,94195951474.0,50523620307.0,43672331167.0,2223985650.0,5041868396.0,,-6569155527.0,-8796547861.0,13648370082.0,8744001.0,0.0,505.6120189220089
000040,00112378,KR모터스,2025,11012,half,CFS,4536488204.0,965771156.0,-233346778.0,171225988.0,84910777506.0,53722975438.0,31187802068.0,817088444.0,21823824000.0,,-3619251404.0,-208764000.0,704135787.0,5964000.0,0.0,361.0736397157776
000040,00112378,KR모터스,2025,11013,q1,CFS,2943066142.0,209014157.0,-773381893.0,-1626239697.0,84300128994.0,53283552914.0,31016576080.0,2426641683.0,23162640000.0,,-1425774918.0,-5964000.0,-82587460.0,5964000.0,0.0,359.0912880718147
000040,00112378,KR모터스,2025,11014,q3,CFS,3408910728.0,369666886.0,-1261648473.0,-2674349999.0,96155856057.0,55147568068.0,41008287989.0,3666882599.0,4926969032.0,,-6745761677.0,-7711544001.0,14183220216.0,8744001.0,0.0,474.76932713683135
000040,00112378,KR모터스,2026,11013,q1,CFS,2555229499.0,417376055.0,-669709121.0,19375367962.0,161633642386.0,98585943257.0,63047699129.0,7291396881.0,6197781143.0,,-4325458353.0,-3780908060.0,13134527644.0,0.0,224.0,729.9283915736723
000050,00101628,경방,2021,11011,annual,CFS,383357144805.0,136585547913.0,53796815200.0,22281521113.0,1270805118229.0,518658698167.0,752146420062.0,12811974470.0,114176110854.0,101195364745.0,20910159298.0,-52176588138.0,2602977452.0,2308340556.0,872.0,27435.309594324623
000050,00101628,경방,2021,11012,half,CFS,93960376694.0,29546299373.0,8620297111.0,10382730543.0,1284289875524.0,532223783897.0,752066091627.0,16489759830.0,132495309081.0,32344314669.0,-22272119272.0,-33392475285.0,31705925853.0,986559710.0,405.0,27432.37953253789
000050,00101628,경방,2021,11013,q1,CFS,82570752134.0,32727813265.0,13337575719.0,6839488183.0,1276354292038.0,531290231166.0,745064060872.0,21337592535.0,105403636367.0,33428837385.0,-6329245512.0,-27989050967.0,15464601061.0,303813732.0,263.0,27176.97330254271
000050,00101628,경방,2021,11014,q3,CFS,93476717032.0,29324535253.0,9566077780.0,797918723.0,1280312742522.0,528486927244.0,751825815278.0,26107898388.0,120682469686.0,101333158511.0,-2466086244.0,-33404293214.0,20809010896.0,1444703362.0,31.0,27423.615207072555
000050,00101628,경방,2022,11011,annual,CFS,389227582838.0,126187836998.0,31895306272.0,4415025705.0,1248318313535.0,493309854178.0,755008459357.0,20627097681.0,120584375989.0,130000000000.0,29255425003.0,-16134056144.0,-7053902967.0,8525343642.0,177.0,27539.705403484997
000050,00101628,경방,2022,11012,half,CFS,98396748405.0,33233735303.0,9922471181.0,-690084696.0,1300628765523.0,531888620129.0,768740145394.0,43070178702.0,144535501312.0,100000000000.0,18980063585.0,-4892959997.0,15025681507.0,4126293105.0,-28.0,28040.582689647046
000050,00101628,경방,2022,11013,q1,CFS,96786200686.0,40196201733.0,18642739078.0,15130863802.0,1280638645682.0,516360170543.0,764278475139.0,24436145352.0,123329094373.0,100000000000.0,8574484206.0,-1280623667.0,4009818643.0,1107954975.0,607.0,27877.838705910977
000050,00101628,경방,2022,11014,q3,CFS,98038659832.0,26583616668.0,3248932426.0,-11912538588.0,1283154678327.0,518055008188.0,765099670139.0,16991251699.0,131373534255.0,130000000000.0,22656380577.0,-9732899321.0,-10837285652.0,7162886678.0,-478.0,27907.792633047204
000050,00101628,경방,2023,11011,annual,CFS,393518958996.0,111791820213.0,15968826403.0,-13455408237.0,1206860950940.0,468815407005.0,-1239702955.0,29320807299.0,80000000000.0,30000000000.0,46197442385.0,-7490438072.0,-31353485138.0,5255919383.0,-540.0,-45.21943263735867
000050,00101628,경방,2023,11012,half,CFS,94787817684.0,20058767946.0,-4780548875.0,-7717487612.0,1228126429037.0,485883788547.0,742242640490.0,28162758603.0,120582512150.0,130000000000.0,23157922124.0,-6609646054.0,-9770219579.0,2986640667.0,-310.0,27074.059109758902
000050,00101628,경방,2023,11013,q1,CFS,91522947115.0,20312810734.0,-3165745053.0,-3865087012.0,1236287252533.0,486249085748.0,750038166785.0,18041286983.0,118014612337.0,130000000000.0,7924562452.0,-2456480066.0,-8541156535.0,1198533782.0,-155.0,27358.408900769533
000050,00101628,경방,2023,11014,q3,CFS,98487963567.0,31130920762.0,8881613402.0,-274855153.0,1219567179900.0,478362564891.0,13707635000.0,23751283513.0,80000000000.0,30000000000.0,34597133778.0,-6015162273.0,-26561252281.0,4561313516.0,-11.0,500.0
000050,00101628,경방,2024,11011,annual,CFS,397276756397.0,124954100582.0,33449462550.0,23593170324.0,1214347475924.0,454721013440.0,13707635000.0,21620477438.0,0.0,50000000000.0,59309423358.0,-42933598967.0,-25609615778.0,15165065632.0,947.0,500.0
000050,00101628,경방,2024,11012,half,CFS,95023681989.0,23963182745.0,375236808.0,197692.0,1225043174578.0,484512138926.0,13707635000.0,50376442041.0,80000000000.0,30000000000.0,29937758026.0,-15034909713.0,5379485386.0,6788282875.0,119.0,500.0
000050,00101628,경방,2024,11013,q1,CFS,97940107471.0,35773589501.0,13032864041.0,1659648441.0,1202827780617.0,468095999888.0,13707635000.0,42819029293.0,80000000000.0,30000000000.0,23980146616.0,-4997121073.0,-5940623416.0,1487925600.0,67.0,500.0
000050,00101628,경방,2024,11014,q3,CFS,93840481680.0,25492996622.0,4242504255.0,4610186102.0,1194171430729.0,449220513118.0,13707635000.0,15699830679.0,161018302904.0,50000000000.0,37657863953.0,-30572653885.0,-21629710228.0,12634987467.0,185.0,500.0
000050,00101628,경방,2025,11011,annual,CFS,412475877463.0,134924106654.0,45993453219.0,47379145951.0,1255644259736.0,443817462202.0,811826797534.0,65355314503.0,186681508326.0,15000000000.0,60087310946.0,981954421.0,-18590465459.0,7751223985.0,1888.0,29612.212374125807
000050,00101628,경방,2025,11012,half,CFS,95102613530.0,28261949032.0,5491798195.0,9029356590.0,1204721550532.0,436268409201.0,768453141331.0,24414353687.0,154105322413.0,50000000000.0,20692611108.0,-7683722356.0,-10577641775.0,5966472104.0,362.0,28030.113923043617
000050,00101628,경방,2025,11013,q1,CFS,102272642013.0,32813899833.0,10828769795.0,4311542311.0,1218051363577.0,457878834435.0,760172529142.0,30545000705.0,174360165302.0,50000000000.0,7171028369.0,-4594187481.0,6013817901.0,1008490483.0,173.0,27728.070128143914
000050,00101628,경방,2025,11014,q3,CFS,96907986774.0,30866726515.0,10732199130.0,15910936632.0,1226528306128.0,442382879988.0,784145426140.0,41595173241.0,191994321869.0,15000000000.0,30315350716.0,-797479221.0,-10487366771.0,7006658508.0,639.0,28602.50605374304
000050,00101628,경방,2026,11013,q1,CFS,111018701473.0,40394511881.0,17822388999.0,20489404632.0,1272400975280.0,444774903864.0,827626071416.0,65298356230.0,186532168743.0,15000000000.0,14378631459.0,-10180905920.0,-5295613503.0,868846896.0,816.0,30188.507040638306
000070,00126937,삼양홀딩스,2021,11011,annual,CFS,3107313000000.0,729031000000.0,351700000000.0,237701000000.0,4460589000000.0,2035182000000.0,2425407000000.0,175824000000.0,191386000000.0,165587000000.0,241428000000.0,-254407000000.0,141000000.0,181939000000.0,30711.0,312423.9761716542
000070,00126937,삼양홀딩스,2021,11012,half,CFS,785248000000.0,204736000000.0,115117000000.0,70491000000.0,4209148000000.0,1896599000000.0,2312549000000.0,217099000000.0,185795000000.0,191915000000.0,118779000000.0,-128758000000.0,38123000000.0,112615000000.0,9107.0,297886.3974878372
000070,00126937,삼양홀딩스,2021,11013,q1,CFS,700665000000.0,170012000000.0,83733000000.0,75028000000.0,4082286000000.0,1855693000000.0,2226593000000.0,269887000000.0,127363000000.0,189831000000.0,20503000000.0,20949000000.0,39384000000.0,60092000000.0,9694.0,286814.146399335
000070,00126937,삼양홀딩스,2021,11014,q3,CFS,821432000000.0,210536000000.0,121797000000.0,77596000000.0,4318509000000.0,1871559000000.0,2446950000000.0,174868000000.0,175253000000.0,88722000000.0,182844000000.0,-168593000000.0,-29884000000.0,135616000000.0,10026.0,315198.9948463203
000070,00126937,삼양홀딩스,2022,11011,annual,CFS,3316778000000.0,543312000000.0,132324000000.0,71009000000.0,4547781000000.0,2024270000000.0,2523511000000.0,231375000000.0,276814000000.0,237716000000.0,95654000000.0,-123730000000.0,85468000000.0,136701000000.0,9173.0,325061.0477057694
000070,00126937,삼양홀딩스,2022,11012,half,CFS,862840000000.0,154463000000.0,50923000000.0,27040000000.0,4513523000000.0,2042285000000.0,2471238000000.0,330336000000.0,210370000000.0,263821000000.0,41304000000.0,102833000000.0,8122000000.0,81823000000.0,3493.0,318327.6052334665
000070,00126937,삼양홀딩스,2022,11013,q1,CFS,822297000000.0,145780000000.0,49503000000.0,40984000000.0,4641695000000.0,2153707000000.0,2487988000000.0,263392000000.0,214646000000.0,260224000000.0,-18928000000.0,-1894000000.0,107867000000.0,46134000000.0,5295.0,320485.2231511501
000070,00126937,삼양홀딩스,2022,11014,q3,CFS,838036000000.0,132596000000.0,28748000000.0,4348000000.0,4475959000000.0,2001166000000.0,2474793000000.0,209476000000.0,233707000000.0,255835000000.0,28587000000.0,-17976000000.0,17465000000.0,111598000000.0,561.0,318785.53548405546
000070,00126937,삼양홀딩스,2023,11011,annual,CFS,3210853491794.0,528690299312.0,94802726814.0,172365842294.0,5136660179005.0,2340123861992.0,341515644055.0,246817514325.0,387223794846.0,143547419376.0,305813890070.0,-462812857412.0,172079188688.0,151631946870.0,,43991.65807655641
000070,00126937,삼양홀딩스,2023,11012,half,CFS,831670000000.0,147035000000.0,37819000000.0,13507000000.0,4549110000000.0,1986464000000.0,2562646000000.0,213815000000.0,278340000000.0,210562000000.0,120237000000.0,-51982000000.0,-86190000000.0,69508000000.0,1745.0,330102.1448525484
000070,00126937,삼양홀딩스,2023,11013,q1,CFS,795237000000.0,113484000000.0,7389000000.0,18547000000.0,4549754000000.0,2000645000000.0,2549109000000.0,204929000000.0,254595000000.0,229495000000.0,35286000000.0,170000000.0,-63680000000.0,28765000000.0,2396.0,328358.40313603
000070,00126937,삼양홀딩스,2023,11014,q3,CFS,799421000000.0,137872000000.0,35026000000.0,145416000000.0,4818936000000.0,2058786000000.0,330531000000.0,205223000000.0,299348000000.0,199037000000.0,207437000000.0,-150957000000.0,-83321000000.0,108007000000.0,18788.0,42576.69301193285
000070,00126937,삼양홀딩스,2024,11011,annual,CFS,3553264096673.0,639062204055.0,127538574846.0,28269764729.0,5290507469287.0,2292419017261.0,-11723770742.0,300834307479.0,260979093998.0,231232399078.0,258896509674.0,-26080229142.0,-189761189927.0,133961929648.0,,-1510.1741979554542
000070,00126937,삼양홀딩스,2024,11012,half,CFS,917356667346.0,178473160947.0,55197706504.0,17856981612.0,5201679909341.0,2280403893074.0,44341645000.0,259535012338.0,348956201589.0,198072189245.0,34820441995.0,69878883508.0,-94209411793.0,74080756948.0,,5711.780761287466
000070,00126937,삼양홀딩스,2024,11013,q1,CFS,871146354566.0,157975762554.0,34730419133.0,27889529855.0,5052640545501.0,2202246312194.0,181236753289.0,189015259880.0,267857040627.0,205422857325.0,1207911726.0,123989359831.0,-184070108369.0,37348114907.0,,23345.65171576997
000070,00126937,삼양홀딩스,2024,11014,q3,CFS,889189882923.0,158576101338.0,39535701987.0,7674227247.0,5177954923958.0,2229676456168.0,44341645000.0,237183488486.0,300189268573.0,179180699076.0,150845120697.0,-42149536015.0,-119708276892.0,105359918205.0,,5711.780761287466
000070,00126937,삼양홀딩스,2025,11011,annual,CFS,3348286833611.0,580894444900.0,108765726889.0,-298132876106.0,5272055814759.0,2619520717525.0,2652535097234.0,288130686570.0,224100854717.0,182459477175.0,253768137587.0,-172436212527.0,-91986029343.0,123042185929.0,-26731.0,341681.0300344279
000070,00126937,삼양홀딩스,2025,11012,half,CFS,907514246318.0,173947440631.0,43105132495.0,42600515059.0,5464447525631.0,2298261119062.0,3166186406569.0,315224320061.0,322701434421.0,197562479520.0,46415447858.0,-99464505707.0,73592226959.0,49820491132.0,,407846.0012859403
000070,00126937,삼양홀딩스,2025,11013,q1,CFS,865935907513.0,156739137699.0,31485530906.0,38568624363.0,5389013445043.0,2318968077247.0,3070045367796.0,261284007309.0,266535429722.0,217863885227.0,-65840244927.0,-33015977335.0,57922331528.0,24710307190.0,,395461.7846960097
000070,00126937,삼양홀딩스,2025,11014,q3,CFS,889632012986.0,170263772248.0,46438613948.0,34163501387.0,5567360984584.0,2342944482152.0,3224416502432.0,401934972123.0,314657196623.0,188146366675.0,151359211951.0,-87253746457.0,40933401795.0,83764661634.0,2221.0,415346.7952072801
000070,00126937,삼양홀딩스,2026,11013,q1,CFS,838280699114.0,146269517681.0,29152487632.0,34872190811.0,5349421489768.0,2585674719922.0,2763746769846.0,246011658319.0,240837673325.0,71684878000.0,-62273979644.0,106190935985.0,-91465853158.0,23129302836.0,,356006.54033193307
000080,00150244,하이트진로,2021,11011,annual,CFS,2202903850371.0,926435104460.0,174111104900.0,71739267724.0,3631051439683.0,2537892111011.0,1093159328672.0,469820712334.0,549274468554.0,390758331455.0,622266085979.0,-316504151283.0,-101300080779.0,134270295956.0,1031.0,15586.810846970364
000080,00150244,하이트진로,2021,11012,half,CFS,565480218493.0,246411589837.0,42625014066.0,23706408257.0,3414208297284.0,2339283813202.0,1074924484082.0,365180344782.0,624963664898.0,426321955434.0,165145970252.0,-84990397640.0,22934529504.0,79999887201.0,341.0,15326.809339419298
000080,00150244,하이트진로,2021,11013,q1,CFS,535072989028.0,228178476552.0,52919507116.0,29108859769.0,3860145674346.0,2808823523960.0,1051322150386.0,820392077274.0,653676058418.0,457172835643.0,461986595997.0,-44764310692.0,139523869152.0,49491200721.0,418.0,14990.275495525248
000080,00150244,하이트진로,2021,11014,q3,CFS,557422077386.0,232637319251.0,44867454287.0,13382080446.0,3392733863427.0,2303187041189.0,1089546822238.0,390106255402.0,633846546627.0,427224954858.0,217808254526.0,-119795498354.0,26255960372.0,106187471857.0,192.0,15535.30192874284
000080,00150244,하이트진로,2022,11011,annual,CFS,2497554821448.0,1063236992385.0,190571249139.0,87001703821.0,3333438311387.0,2172409936540.0,1161028374847.0,281718287794.0,498562220902.0,397566704567.0,-74014170105.0,5958538803.0,-116457463606.0,158811744357.0,1250.0,16554.521552398037
000080,00150244,하이트진로,2022,11012,half,CFS,647824327822.0,289038972316.0,62429683776.0,39700947042.0,3426165037556.0,2314098175980.0,1112066861576.0,462149898864.0,589059005105.0,372761655749.0,-48040548524.0,84425412161.0,-46556493685.0,59732925526.0,571.0,15856.403879959924
000080,00150244,하이트진로,2022,11013,q1,CFS,583675324450.0,242837088486.0,58092180236.0,37114335891.0,3797556378573.0,2723743783594.0,1073812594979.0,650666227414.0,563362913466.0,453503696750.0,147316487390.0,-37018248773.0,71024879096.0,27109354650.0,534.0,15310.95547010976
000080,00150244,하이트진로,2022,11014,q3,CFS,657413279577.0,287110091107.0,56968467933.0,33075301282.0,3528179419277.0,2379323406232.0,1148856013045.0,540831397392.0,597793917867.0,372190041908.0,48523687069.0,61357884615.0,-46532295101.0,101736270866.0,475.0,16380.961947688676
000080,00150244,하이트진로,2023,11011,annual,CFS,2520181551629.0,1114002040244.0,123919983380.0,35647947230.0,3358347205530.0,2242471577188.0,509299320749.0,272487716214.0,,339232823741.0,164419298234.0,-157680759197.0,-14231872538.0,157120772101.0,512.0,7261.843693589369
000080,00150244,하이트진로,2023,11012,half,CFS,641553422311.0,280469023676.0,11918130720.0,-3608896176.0,3295860604523.0,2186032578016.0,1109828026507.0,235394316253.0,628427894085.0,257486198834.0,116991250236.0,-74219647431.0,-88761936761.0,78652989637.0,-52.0,15824.481453079608
000080,00150244,하이트진로,2023,11013,q1,CFS,603474656497.0,268297232656.0,38695022647.0,21995007012.0,3412257460093.0,2292509762382.0,1119747697711.0,402853147788.0,680095278177.0,257906602399.0,121042803749.0,-36645054410.0,34712093634.0,35481161706.0,316.0,15965.921071866667
000080,00150244,하이트진로,2023,11014,q3,CFS,654384982866.0,287694934379.0,43457660274.0,21818564890.0,3384419592856.0,2253500302181.0,1130573281748.0,243512814687.0,,,100269948455.0,-113386215242.0,-25389523017.0,115155157364.0,314.0,16120.277647588971
000080,00150244,하이트진로,2024,11011,annual,CFS,2599183408023.0,1185237389627.0,208141871425.0,95866949188.0,3441538598928.0,2292042901576.0,1149495697352.0,259177129748.0,,337684664126.0,294626072541.0,-254396731607.0,-61405224936.0,297828154541.0,1378.0,16390.082885536864
000080,00150244,하이트진로,2024,11012,half,CFS,665239760116.0,315429369744.0,68246734750.0,43834346280.0,3393493807317.0,2265788253219.0,1127705554098.0,189588231108.0,,309353409266.0,100143867890.0,-105413011743.0,-82789710100.0,80229019649.0,630.0,16079.388156671414
000080,00150244,하이트진로,2024,11013,q1,CFS,621149368492.0,280255906950.0,48351964327.0,26252613727.0,3290762022172.0,2213132958244.0,-76799811874.0,260204269519.0,,377216061259.0,12562378343.0,-21699667990.0,-5871405111.0,23308585132.0,377.0,-1095.0500163751728
000080,00150244,하이트진로,2024,11014,q3,CFS,685740216532.0,314652846745.0,70200439628.0,43849373060.0,3438340039517.0,2266378415061.0,1171961624456.0,212946322587.0,,288119981070.0,287254422868.0,-257563148262.0,-90979145033.0,245603558215.0,630.0,16710.413277536787
