corp_code,corp_name,corp_eng_name,ticker,modify_date
00172103,코리아이앤디,Coreaelectronics & development.inc,027440,20170630
00263955,트래픽아이티에스, ,038050,20170630
00261601,호성,"HOSUNG, INC.",035870,20170630
00265254,넥스텔,NEXTEL INCORPORATED.,037220,20170630
00255266,쓰리알,3R,037730,20170630
00259916,그로웰텔레콤,"GrowellTelecom Co., Ltd.",035780,20170630
00131434,서통,SUTTONG,001150,20170630
00271352,테크메이트,Techmate Corporation,043690,20170630
00244932,한아시스템,"HANA SYSTEMS, INC",036020,20170630
00348052,엔에스아이,"NSI, Inc",053250,20170630
00367598,케이티씨텔레콤,"KTC Telecom CO., Ltd.",055810,20170630
00267720,신한SIT,"SHIN HAN SIT CO.,LTD",054530,20170630
00147949,스마텔,Smartel corporation,004190,20170630
00203458,동방라이텍,"DONGBANG Litech CO., LTD",025690,20170630
00130000,아이텍스필,i-TEX F.I.L. LTD.,008030,20170630
00145534,이수세라믹,"ISU CERAMICS., LTD",032180,20170630
00425360,코크렙제2호기업구조조정부동산투자회사,KOCREF CR-REIT2,070540,20170630
00141334,영풍산업,YOUNG POONG MINING & CONSTRUCTION CORPORATION,002850,20170630
00384452,모닷텔,"MODOTTEL Co.,Ltd.",048150,20170630
00103583,광덕물산,"KWANGDUKMOOLSAN CO.,LTD",003590,20170630
00162142,동원증권,Dongwon Securities,005890,20170630
00236021,우주통신,"WOO JU COMMUNICATION CO., LTD.",054080,20170630
00106483,기라정보통신,"Kira Information&Communications Co.,Ltd",019930,20170630
00208374,텔슨전자,TelsonElectronics,027350,20170630
00309983,하이콤정보통신,Hycom Data Communications Inc.,048540,20170630
00277727,미래에셋굿라이프혼합형자녀를위한펀드5-1,MIRAEASSETGOODLIFEBALANCEDFUND5-1,037500,20170630
00136217,한메엔에스,"HANME NS CO.,LTD",006150,20170630
00229827,이지클럽,"EASYCLUB CO., LTD.",038980,20170630
00247902,넷컴스토리지,NETCOM STORAGE,037010,20170630
00318477,모디아,"MODIA CO., LTD.",046000,20170630
00246815,성진산업,"SUNG JIN INDUSTRIAL CO., LTD.",037650,20170630
00260921,아이엠아이티,"IMIT. CO., LTD.",038100,20170630
00247762,맥시스템,"MAC SYSTEM CO., LTD.",036880,20170630
00350224,슈마일렉트론,"SUMA Electron Co., Ltd.",056500,20170630
00101992,센추리,CENTURY CORP,006750,20170630
00151614,베네데스하이텍,BENEDES HI-TECH Inc,009360,20170630
00179832,에스오케이,"SOK Co., Ltd.",032610,20170630
00241120,세원텔레콤,Sewon Telecom Ltd.,036910,20170630
00277985,한강구조조정기금,HANKANG RESTRUCTURING FUND,036060,20170630
00325918,케이엔티,Korea Neo Technology Co. Ltd,036590,20170630
00110981,대아리드선,"DAEA LEAD WIRE CO.,LTD",009940,20170630
00104467,국민은행,Kookmin Bank ,031150,20170630
00257361,월드텔레콤,"WORLD TELECOM CO.,LTD",047610,20170630
00358730,업필,"Up Feel CO.,LTD.",054370,20170630
00248406,화림모드,"HWARIMMODE CO.,LTD",045920,20170630
00110963,대아건설,DaeaConstruction,000380,20170630
00267021,창민테크,"CHANG MIN TECH CO., LTD",042960,20170630
00330406,씨제이엔터테인먼트,CJ Entertainment INC.,049370,20170630
00110079,대백쇼핑,Debec Shopping,027700,20170630
00141440,지니웍스,"GenieWorks Co.,Ltd.",036600,20170630
00135670,신광기업,"SHINKWANG ENTERPRISE CO.,LTD",001580,20170630
00144933,유진종합개발,YujinDevelopment&Construction,023420,20170630
00371139,휘튼,"FITTON Co., Ltd",066480,20170630
00218654,엠바이엔,MbyN Inc,031970,20170630
00115852,두산건설, ,002950,20170630
00113696,대호,DAEHO CORPORATION,001980,20170630
00253514,한신코퍼레이션,HAHN SHIN CORPORATION,037120,20170630
00105509,금강화섬,"KUMKANG TRADING CO.,LTD",010730,20170630
00163178,우리증권,"WOORI SECURITIES CO.,LTD",001280,20170630
00264185,피코소프트,"picosoft co.,ltd.",039580,20170630
00265157,바이오시스,"Biosys co.,ltd",035960,20170630
00270405,윌텍정보통신,Willtek corporation,039390,20170630
00125406,삼도물산,SAMDO CORPORATION,002930,20170630
00258731,현대멀티캡,"Hyundai MultiCAV Co.,Ltd",035910,20170630
00822572,씨아이에스,Creative & Innovative System Corporation,144630,20170630
00580603,코리아퍼시픽01호선박투자회사,"Korea Pacific No.01 Ship Investment Co.,Ltd.",090970,20170630
00580612,코리아퍼시픽02호선박투자회사,"Korea Pacific No.02 Ship Investment Co.,Ltd.",090980,20170630
00317830,신양오라컴디스플레이,"SHINYANG AURACOM DISPLAY Co.,Ltd.",086830,20170630
00311030,미래에셋증권,"MIRAE ASSET SECURITIES CO.,LTD",037620,20170630
00439053,이룸지엔지,"EROOM G&G CO.,LTD.",050640,20170630
00992312,에스와이이노베이션,"SY Innovation Co., Ltd.",194860,20170630
00580621,코리아퍼시픽03호선박투자회사,"Korea Pacific No.03 Ship Investment Co.,Ltd.",090990,20170630
00580630,코리아퍼시픽04호선박투자회사,"Korea Pacific No.04 Ship Investment Co.,Ltd.",091000,20170630
00262123,유아이에너지,UI Energy Corporation,050050,20170630
00533696,아시아퍼시픽14호선박투자회사,"ASIA PACIFIC NO. 14 SHIP INVESTMENT CO.,LTD",083610,20170630
00533757,아시아퍼시픽13호선박투자회사,"ASIA PACIFIC NO. 13 SHIP INVESTMENT CO.,LTD",083600,20170630
00533580,아시아퍼시픽10호선박투자회사,"ASIA PACIFIC NO. 10 SHIP INVESTMENT CO.,LTD",083570,20170630
01041217,현대에이블기업인수목적1호,Hyundai Able 1st Special Purpose Acquisition Company,204760,20170630
00533793,아시아퍼시픽11호선박투자회사,"ASIA PACIFIC NO. 11 SHIP INVESTMENT CO.,LTD",083580,20170630
00533836,아시아퍼시픽12호선박투자회사,"ASIA PACIFIC NO. 12 SHIP INVESTMENT CO.,LTD",083590,20170630
00144766,호반산업,"HOBAN INDUSTRIAL CO.,LTD.",004320,20170630
00525527,실리콘화일,SiliconFileTechnologiesInc.,082930,20170630
00372989,비엔씨컴퍼니,"BNC COMPANY CO.,LTD.",058370,20170630
00529523,동북아11호선박투자회사,DONGBUKA NO.11 SHIP INVESTMENT CO.,083360,20170630
00526474,동북아14호선박투자회사,DONGBUKA NO.14 SHIP INVESTMENT CO.,083390,20170630
00302801,디아이디,D.IDCorporation,074130,20170630
00124018,부산방직공업,BusanTextile,025270,20170630
00255071,현대에이치씨엔동작방송,"HCN DONGFAK Sysems Co., Ltd",034750,20170630
00364926,플렉스컴,FLEXCOM INC.,065270,20170630
00350491,웹솔루스,"WEBSOLUS CO.,LTD.",160350,20170630
00450214,마이스코,mysco,088700,20170630
01022054,솔트웍스,"Soltworks Co., Ltd.",222520,20170630
00164955,현대페인트,"Hyundai Paint co.,LTD",011720,20170630
00790501,한진해운,"HANJIN SHIPPING CO., LTD.",117930,20170630
00272412,글라소울,"Glassoul Co.,Ltd",045050,20170630
00207542,팬택자산관리,PANTECH PROPERTY MANAGEMENT INC.,025930,20170630
00394778,케이엔씨글로벌,"K&C Global Co., Ltd",068150,20170630
00446460,아이디에스,"InternationalDisplaySolutionsCo.,Ltd.",078780,20170630
00188946,훈영,"Hoonyoung CO.,LTD.",017170,20170630
00137702,한솔아트원제지,"Hansol Artone Paper Co., Ltd.",007190,20170630
00418476,엠제이비,"MJB CO., Ltd.",074150,20170630
00587101,바다로3호선박투자회사,Badaro No.3 Ship Investment Company,092630,20170630
00351047,아이팩토리,"i-factory Co.,Ltd",053810,20170630
00778040,거북선5호선박투자회사,Turtleship No.5 Ship Investment Company,114130,20170630
00778059,거북선6호선박투자회사,Turtleship No. 6 Ship Investment Company,114140,20170630
00126229,삼성물산,Samsung C&T Corporation,000830,20170630
00496003,피엘에이,"PLA Co., Ltd.",082390,20170630
00359030,닉스테크,"NICSTECH CO., LTD",063840,20170630
00510914,아시아퍼시픽9호선박투자회사,"ASIA PACIFIC NO. 9 SHIP INVESTMENT CO.,LTD",081940,20170630
00697329,거북선4호선박투자회사,Turtleship No.4 Ship Investment Company,108890,20170630
00149664,중앙건설,"JOONGANG CONSTRUCTION CO., LTD.",015110,20170630
00318839,미래에셋새천년코리아벤처펀드일호,MIRAEASSETNEWMILLENNIUMKOREAVENTURE FUND1,042950,20170630
00130897,하나은행,Hana Bank,002860,20170630
00183260,에이스하이텍,"Ace Hightech Co., Ltd.",071930,20170630
00246347,태창파로스,"TAECHANG PHAROS.,Ltd.",039850,20170630
00599230,평산차업집단유한공사,PING SHAN TEA GROUP LIMITED,950010,20170630
00970277,스탠다드펌,"Standard Firm Co., Ltd.",179280,20170630
00122922,벽산건설,"BYUCKSAN ENGINEERING & CONSTRUCTION CO.,LTD",002530,20170630
