corp_code,corp_name,corp_eng_name,ticker,modify_date
00530556,예스티,"YEST Co.,Ltd.",122640,20221205
00153126,크라운해태홀딩스,"CROWNHAITAI Holdings CO.,LTD",005740,20230215
00128661,에스에이엠티,"SAMT CO.,LTD.",031330,20230215
00641171,인지소프트,"Inzisoft Co., Ltd.",100030,20221213
00223434,에프에스티,FINE SEMITECH Corp.,036810,20221213
00864338,웹스,"WAPS Co., Ltd.",196700,20221213
01169267,세화피앤씨,SEWHA P&C INC.,252500,20230221
00325112,프로텍,"PROTEC Co., Ltd.",053610,20221205
00925295,에프엔씨엔터,"FNC ENTERTAINMENT Co., Ltd.",173940,20221205
01065785,노브메타파마,"NovMetaPharma Co., Ltd.",229500,20221122
00496225,이엠네트웍스,EM Networks Corporation,087730,20221124
00250997,대정화금,"Daejung Chemicals & Metals Co., Ltd",120240,20221206
00599957,슈프리마에이치큐,Suprema HQ Inc.,094840,20221206
00860332,메리츠금융지주,MERITZ FINANCIAL GROUP INC.,138040,20230105
00138297,STX,STX CORPORATION,011810,20221206
00807379,신흥에스이씨,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",243840,20230221
01264234,엘에이티,"LAT CO., LTD. ",311060,20221128
00105952,LS,LS Corp.,006260,20230106
00378628,KH바텍,"KH VATEC Co., LTD",060720,20230215
00897752,천보,"Chunbo Co., Ltd.",278280,20230221
00160621,한국화장품제조,"HANKOOK COSMETICS MANUFACTURING CO.,LTD",003350,20221206
00363246,우원개발,"Woowon Development Co., Ltd.",046940,20221206
00539274,대상홀딩스,"DAESANG HOLDINGS CO., LTD",084690,20221206
00145473,이글벳,"Eagle Veterinary Technology Co.,Ltd",044960,20221130
01180118,코람코더원리츠,KORAMCO THE ONE REIT,417310,20230119
00575106,씨유테크,CU TECH CORPORATION,376290,20230215
01397772,큐라클,"curacle co., ltd.",365270,20230217
01440481,아이비케이에스제13호기업인수목적,IBKS No.13 Special Purpose Acquisition Company,351340,20230221
01441611,원티드랩,Wanted Lab Inc.,376980,20230221
00533508,제이엠티,"JMT CO.,Ltd.",094970,20221206
00405320,웹젠,Webzen Inc.,069080,20221206
00203023,시노펙스,Synopex Inc.,025320,20230221
00609661,티쓰리,T3 Entertainment Inc.,204610,20230220
00216498,성도이엔지,SUNGDO Engineering & Construction.,037350,20230216
00298340,에스티아이,Systems Technology Incorporated,039440,20230216
00161444,한국씨티은행,Citibank Korea Inc.,016830,20221228
01174038,자비스,"XAVIS CO., Ltd.",254120,20230217
00108977,대구백화점,"Daegu Department Store Co., Ltd",006370,20221128
00858124,알에스오토메이션,"RS AUTOMATION CO.,LTD.",140670,20230216
00148522,퍼스텍,"FIRSTEC CO.,LTD.",010820,20230216
00335076,오픈베이스,"Openbase, Inc.",049480,20230105
00134963,송원산업,"SONGWON INDUSTRIAL CO.,LTD",004430,20230215
00441650,케이씨에스,Korea Computer & Systems Inc.,115500,20221201
00127909,삼일,SamIl,032280,20230215
00243757,인포뱅크,InfoBankCorporation,039290,20230216
00478900,빅솔론,"BIXOLONCo.,Ltd",093190,20230217
01419986,신영해피투모로우제6호기업인수목적,Shinyoung HappyTomorrow No.6 Special Purpose Acquisition,344050,20230217
00346966,에코솔루션,"ECO Solutions Co., Ltd.",052510,20230109
01418543,케이비제20호기업인수목적,KB No.20 Special Purpose Acquisition Company,342550,20221229
00148948,조비,"CHOBI CO.,LTD",001550,20221229
01405390,핌스,PIMS Inc.,347770,20230217
00553025,데이터스트림즈,Data Streams Corp.,199150,20230220
00124151,부산주공,"PUSAN CAST IRON CO.,LTD",005030,20221213
00157070,한국단자공업,"KOREA ELECTRIC TERMINAL CO.,LTD",025540,20230217
01014718,제노코,"Genohco, Inc",361390,20230220
00343127,자유투어,"Freedom Travel Co., Ltd.",046840,20221219
00870861,와이엠씨,"YMC Co., Ltd.",155650,20230215
01354740,브이씨,VC Inc.,365900,20230217
00231354,파워넷,POWERNET TECHNOLOGIES CORPORATION,037030,20230209
01032486,두산밥캣,Doosan Bobcat Inc.,241560,20221229
01535150,SK리츠,"SK REIT Co., Ltd.",395400,20221220
00407285,아이컴포넌트,"i-Components Co., Ltd",059100,20221202
00239596,쎄니트,"CENIT CO., LTD",037760,20230217
00133089,성원,"Sungwon Co.,Ltd.",015200,20230217
00117577,오리온홀딩스,ORION Holdings Corp.,001800,20230216
01504804,유안타제7호기업인수목적,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,367460,20221208
00577335,대성하이텍,"Daesung Hi-Tech Co., Ltd.",129920,20221208
00153755,태양금속공업,"TAEYANG METAL INDUSTRIAL CO.,LTD",004100,20221214
00132804,성신양회,"SUNGSHIN CEMENT CO.,LTD.",004980,20230116
01222432,에스제이그룹,"SJ Group Co., Ltd.",306040,20230209
01437186,ESR켄달스퀘어리츠,"ESR Kendall Square REIT Co., Ltd.",365550,20230119
00174208,진성티이씨,JINSUNG T.E.C,036890,20230203
00659976,영화테크,"Younghwa Tech Co., Ltd.",265560,20230216
01160512,헝셩그룹,HENG SHENG HOLDING GROUP COMPANY LIMITED,900270,20221107
01020269,탈로스,"Talos Co., Ltd.",434190,20221123
00785475,원익피앤이,"WONIK PNE CO., LTD",131390,20221129
00143262,우진아이엔에스,"WOOJIN I&S Co.,Ltd",010400,20230210
00114093,덕성,"DCKSUNG CO.,LTD",004830,20221109
00181299,상아프론테크,"SANG-A  FRONTEC CO., LTD.",089980,20221230
01364747,가온칩스,"GAONCHIPS CO., LTD.",399720,20230216
00347442,모보,"MOBO CO.,LTD",051810,20230216
00654272,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",171010,20221209
00990165,아세아시멘트,"ASIA CEMENT CO.,LTD.",183190,20221209
00809517,아이엠텍,IM Tech Inc.,226350,20221209
00165680,호텔신라,"HOTEL SHILLA CO.,LTD",008770,20221209
00327819,선익시스템,"SUNIC SYSTEM Co., Ltd.",171090,20230215
00257732,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",101680,20221109
00176516,금화피에스시,"GEUMHWA PSC CO.,LTD.",036190,20230217
00684714,풍산,POONGSAN CORPORATION,103140,20230102
00126371,삼성전기,"SAMSUNG ELECTRO-MECHANICS CO.,LTD",009150,20230102
01686755,파인엠텍,"Fine M-Tec Co.,Ltd.",441270,20221027
00593032,LF,LF Corp.,093050,20221209
00133511,SG세계물산,SG CORPORATION,004060,20221209
00414601,유니퀘스트,UNIQUEST COPORATION,077500,20221212
00416654,유엔젤,UANGEL CORPORATION,072130,20230130
00102140,경인전자,"KYUNGIN ELECTRONICS CO.,LTD",009140,20221202
00171867,에스씨디,"SCD CO.,LTD.",042110,20221202
00287788,정상제이엘에스,"JLS CO.,LTD.",040420,20221202
01047840,미스터블루,Mr. Blue Corporation,207760,20230220
01419135,이노진,"INNOGENE Co., Ltd.",344860,20230220
00587457,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",094480,20230102
00124276,부스타,"BOOSTER CO., LTD.",008470,20221116
00155151,피에이치에이,"PHA Co., Ltd.",043370,20230216
00143527,경동인베스트,"KYUNGDONG INVEST CO., LTD.",012320,20230216
00611286,블루탑,"BLUETOP CO.,LTD.",191600,20230217
00138446,아가방컴퍼니,AGABANG&COMPANY,013990,20221212
00269612,파워로직스,POWER LOGICS,047310,20221212
00350482,성우테크론,SUNGWOO TECHRON COMPANY,045300,20221208
00256715,국순당,"KOOK SOON DANG CO.,LTD",043650,20221208
00127936,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",002290,20221208
00154055,태원물산,"TAEWONMULSAN CO.,LTD",001420,20221209
00447928,네오티스,"NEOTECHNICALSYSTEMCO.,LTD",085910,20230206
00144164,SK가스,SK GAS LTD,018670,20230104
00159564,한국주강,"HANKOOK STEEL CO.,LTD",025890,20221122
00759294,와이솔,"WiSoL Co.,LTD.",122990,20230216
00112165,디아이씨,DAE-IL Corporation,092200,20230216
00445799,서원인텍,"SEOWONINTECH.CO.,LTD",093920,20221220
01478712,대덕전자,"DAEDUCK ELECTRONICS CO.,LTD",353200,20230216
00143314,에이엔피,AUTOMOBILE & PCB,015260,20221209
00138701,아세아,"ASIA HOLDINGS CO.,LTD",002030,20221209
00364306,성우전자,"SUNGWOOELECTRONICSCO.,LTD.",081580,20221212
00244783,한네트,"HANNET CO., LTD.",052600,20221214
01396931,유엑스엔,"UXN Co., Ltd.",337840,20221108
00152783,코메론,KOMELON CORPORATION,049430,20221108
00167280,폴루스바이오팜,POLUS BioPharm Inc.,007630,20221128
00105299,금강공업,"KUMKANG KIND CO.,LTD",014280,20230131
00623661,원익머트리얼즈,"WONIK Materials Co.,Ltd.",104830,20230109
00159102,DB손해보험,"DB INSURANCE CO.,LTD",005830,20230110
01076550,주노콜렉션,"JUNO COLLECTION CO.,LTD",221670,20230111
00226866,인탑스,"INTOPS CO., LTD.",049070,20221201
00122898,벽산,BYUKSAN CORPORATION,007210,20221205
01101041,패션플랫폼,"Fashion Platform Co.,Ltd.",225590,20221205
01327092,라닉스,RANIX INC.,317120,20230216
00365758,아이앤씨,"I&C Technology Co., Ltd.",052860,20221226
00808022,메지온,"Mezzion Pharma Co., Ltd.",140410,20221227
00626710,한국월드와이드베트남부동산개발특별자산1호투자회사,Vietnam Real Estate Development Fund1,096300,20230202
00939331,한국콜마,"KOLMAR KOREA CO.,LTD",161890,20221220
00296005,우리로,"WOORIRO CO., LTD",046970,20221206
01077577,우리산업,"WOORY INDUSTRIAL CO.,LTD.",215360,20221206
00231372,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO.,LTD",032350,20221207
00221728,하츠,HAATZ Inc.,066130,20221207
00761952,아나패스,"Anapass, Inc.",123860,20221207
00129271,삼화전기,"SAMWHA ELECTRIC CO.,LTD",009470,20230216
00164812,현대코퍼레이션,HYUNDAI CORPORATION,011760,20230216
00188797,포메탈,"FORMETAL CO., LTD",119500,20221228
01416457,하나금융15호기업인수목적,Hana Financial Fifteenth Special Purpose Acquisition Company,341160,20221223
01069736,한독크린텍,"Handok Clean Tech Co., Ltd.",256150,20230217
01070857,켐온,CHEMON Inc.,217600,20221216
00540340,코리아센터,"Koreacenter Co.,Ltd.",290510,20221216
01116380,씨앤에스링크,"CNSLINK Co., Ltd",245450,20230213
00374020,이엘피,ELP Corp.,063760,20230222
01139965,스튜디오미르,"Studio Mir Co., LTD.",408900,20230222
00188089,한섬,HANDSOME CORPORATION,020000,20230103
00106368,금호석유화학,"KUMHO PETRO CHEMICAL CO.,LTD",011780,20230104
00264228,위즈코프,"WIZ CORP, Inc.",038620,20221208
00149026,CS홀딩스,"CS Holdings Co.,Ltd.",000590,20221208
00256380,유아이엘,"UIL Co.,Ltd",049520,20221208
00167004,흥구석유,HeunguOil,024060,20221209
01199189,이랜시스,"Elensys Co.,Ltd.",264850,20230222
00302120,피앤텔,PEOPLE & TELECOMMUNICATION INC.,054340,20230222
00112721,대창스틸,"DaeChang Steel CO., LTD.",140520,20221201
00123781,부국철강,Bookook Steel,026940,20221201
00604815,에스디시스템,"SD system  Co., Ltd",121890,20221201
00155498,풍림산업,"POONGLIM INDUSTRIAL CO.,LTD",001310,20230221
00261285,한국가스공사,KoreaGasCorporation,036460,20230113
01291317,더블유씨피,"W-SCOPE CHUNGJU PLANT Co., Ltd.",393890,20230208
00961774,유티아이,UTI INC.,179900,20230223
00154718,비츠로셀,"VITZROCELL Co.,Ltd.",082920,20221209
00350020,파인디앤씨,"FINE DNC CO.,LTD.",049120,20221209
00117382,디와이홀딩스,"DYHOLDINGS Co., Ltd.",004510,20221209
00125646,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",018310,20221209
00131692,서흥,"SUHEUNG CO.,LTD.",008490,20221209
00422284,메가스터디,"MegaStudyCo.,Ltd.",072870,20221202
00107677,비비안,VIVIEN CORPORATION,002070,20221207
00234227,유진로봇,"Yujin Robot Co., Ltd.",056080,20221207
00527464,에이치시티,"HCT CO., LTD.",072990,20230222
00249982,솔본,"SOLBORN, Inc.",035610,20230223
00110608,DSR,DSR CORP,155660,20230223
01059605,디와이파워,DY POWER Corporation,210540,20221213
00131328,두함지개발,"Seojoo Industrial Development Co.,Ltd.",016140,20221207
00540429,휴림로봇,"Hyulim ROBOT Co.,Ltd.",090710,20221207
00398808,디지털대성,"Digital Daesung Co., Ltd.",068930,20230223
00124577,엠소닉,EMSONIC CORPORATION,008120,20230130
01344752,케어룸의료산업,"KAREROOM MEDICAL EQUIPMENT CO.,LTD.",327970,20230222
00252001,해원에스티,"HAE WON STEELTECH.CO.,LTD",058480,20230209
00265005,옴니시스템,"OmnisystemCo.,Ltd",057540,20221207
00626011,아이텍,"ITEK, Inc.",119830,20221207
00348034,액토즈소프트,"ACTOZ SOFT CO., LTD.",052790,20221207
00832700,에이펙스인텍,"APEX INTEC Co.,LTD.",207490,20230222
00761059,펌텍코리아,"PUM-TECH KOREA CO., LTD.",251970,20230223
00622787,바이오노트,"BioNote, Inc.",377740,20221222
00136402,신송홀딩스,SINGSONGHOLDINGS,006880,20230222
01436336,이베스트기업인수목적5호,Ebest Special Purpose Acquisition No5 Company,349720,20221226
00133335,성창기업지주,Sungchang Enterprise Holdings Limited.,000180,20221229
00123648,심팩인더스트리,"SIMPACINDUSTRIES CO., LTD",005350,20230223
00131054,유진증권,"EUGENE INVESTMENT & SECURITIES CO., LTD",001200,20230110
00185356,제룡전기,"CHERYONG ELECTRIC CO.,LTD.",033100,20221212
00112679,대창단조,"DAECHANG FORGING CO.,LTD",015230,20230222
01113949,퓨전,"Fusion Co.,Ltd",195440,20221212
00359076,브리지텍,BRIDGETECCorp.,064480,20221121
00439965,나노신소재,"Advanced Nano Products Co., Ltd.",121600,20221121
01487446,씨엔알리서치,C&R Research Inc.,359090,20230222
00160205,한국내화,"KOREA REFRACTORIES CO.,LTD",010040,20230222
00628860,네오위즈,NEOWIZ,095660,20230222
00576789,디젠스,"Dgenx Co., Ltd.",113810,20221212
00360674,코위버,"COWEAVER Co.,Ltd.",056360,20221212
00133557,PN풍년,"PNPOONGNYUN CO.,LTD",024940,20221212
00268011,일레덱스홀딩스,"ELEDEX HOLDINGS CO.,LTD",033550,20230220
00129280,삼화전자공업,"SAMWHA ELECTRONICS CO.,LTD",011230,20221103
00141608,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD.",014940,20230222
00130046,다함이텍,"DAHAAM e-TEC CO., LTD",009280,20230223
00404288,아진엑스텍,"AJINEXTEK Co., Ltd.",059120,20221212
00135467,승일,SEUNG IL Corporation,049830,20221212
00260383,대한유화,"KOREA PETRO CHEMICAL IND CO.,LTD",006650,20221215
01301252,티이엠씨,"TEMC Co., Ltd.",425040,20230223
00579971,칩스앤미디어,"Chips&Media, Inc.",094360,20230222
00364847,이글루,IGLOO Corporation,067920,20221129
00883980,아이디스,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.",143160,20221129
00604426,인터로조,INTEROJO CO. LTD.,119610,20230222
00491053,진바이오텍,"GeneBioTechCo.,Ltd.",086060,20221123
01102095,쿠첸,"Cuchen Co., Ltd.",225650,20230220
00359580,아이디스홀딩스,"IDIS Holdings Co., Ltd",054800,20230223
00145109,유한양행,YUHAN CORPORATION,000100,20230208
00201131,아즈텍WB,AZTECH WB CO. LTD,032080,20221202
00925189,신화콘텍,"Shin Hwa Contech Co.,Ltd.",187270,20221202
00132628,성문전자,"SUNGMOON ELECTRONICS CO.,LTD",014910,20221125
01119651,엘리비젼,"Elivision Co., Ltd.",276240,20221125
00866062,엘티씨,"LTC CO.,LTD.",170920,20221125
00305297,코텍,KORTEK CORPORATION,052330,20230223
00413523,한미글로벌,"HanmiGlobal Co., Ltd.",053690,20230223
00185222,크린앤사이언스,"Clean & Science Co., Ltd",045520,20221202
01115044,안지오랩,"AngioLab, Inc.",251280,20221202
00142883,우신시스템,"WOOSHIN SYSTEMS CO.,LTD",017370,20221202
01188749,지앤이헬스케어,"G&E Healthcare Co., Ltd.",299480,20230222
00161781,아난티,Ananti Inc.,025980,20230222
00612188,에스티오,"STO Co., Ltd.",098660,20221129
00980122,JB금융지주,"JB FINANCIAL GROUP CO.,LTD",175330,20230113
01505186,하이딥,HiDeep Inc.,365590,20221205
00137012,에스앤더블류,S&W Corporation,103230,20221205
00118275,디아이,DI CORPORATION,003160,20221205
00235183,에이치케이,"HK CO., LTD.",044780,20221205
00807397,코이즈,"KOYJ. CO.,LTD",121850,20221205
00352718,소리바다,SORIBADA INC.,053110,20221129
00133876,세보엠이씨,SEBO MANUFACTURING ENGINEERING CORPORATION,011560,20230222
00500254,GS,GS Holdings,078930,20221227
00113359,교보증권,"KYOBO SECURITIES CO.,LTD.",030610,20230102
00347062,현대바이오랜드,"HYUNDAI BIOLAND Co.,Ltd.",052260,20221205
00264732,파인디지털,FINEDIGITAL Inc.,038950,20221208
00879020,유니트론텍,"Unitrontech Co., Ltd.",142210,20230220
00295547,디지아이,Digital Graphics Incorporation,043360,20221205
00186717,태양,TAEYANG Corporation,053620,20221207
00177816,대주전자재료,"DaejooElectronicMaterialsCo.,Ltd.",078600,20221207
00351807,대원미디어,"DAEWON MEDIA CO.,LTD.",048910,20221207
00669450,바이오프로테크,BIO PROTECH INC.,199290,20221125
01326224,원바이오젠,"Wonbiogen Co.,Ltd.",307280,20230220
00109587,대륙제관,DaeryukCan,004780,20221212
00161976,한세예스24홀딩스,"HANSAE YES24 HOLDINGS CO., LTD ",016450,20221212
01196313,유에스티,"UST CO., LTD.",263770,20221212
00447502,바이오톡스텍,"BiotoxtechCo.,Ltd.",086040,20221202
00261009,감성코퍼레이션,"GAMSUNG Corporation Co., Ltd.",036620,20221118
01583953,티엘엔지니어링,"TL Engineering  Co., Ltd.",413300,20221118
00555740,툴코리아,"TOOL-KOREA CO., LTD.",110660,20230220
00188715,현진소재,"HYUNJIN MATERIALS CO., LTD.",053660,20221213
00435312,하이스틸,"HISTEEL CO., LTD",071090,20221219
00916826,드림씨아이에스,DreamCIS INC.,223250,20230214
01187494,덴티스,"DENTIS CO.,LTD",261200,20221124
01388631,오션스톤,"Ocean Stone Corp,.",329020,20230216
00246417,이오테크닉스,"EO Technics CO.,LTD",039030,20230220
00555874,제주항공,"JEJUAIR, CO., LTD.",089590,20221227
00406727,세진티에스,"SEJIN T.S CO., LTD.",067770,20230222
00120021,LG,LG Corp.,003550,20221220
00201788,제낙스,JENAX Inc.,065620,20221226
00447982,에스지피엠,SGPM. Inc.,074000,20221228
00432102,한국금융지주,"Korea Investment Holdings Co., Ltd",071050,20221228
00231664,우리기술투자,"Woori Technology Investment Co., Ltd",041190,20221228
00115065,동남합성,"DONGNAMCHEMICALCO.,LTE.",023450,20221229
00921916,석경에이티,"Sukgyung AT Co., Ltd.",357550,20230214
00162832,한일단조,HanilForgingIndustrial,024740,20221125
00266934,파루,"PARU CO., LTD.",043200,20221125
00369657,리노공업,LEENO Industrial Inc,058470,20230216
00351092,삼보모터스,"SAMBO MOTORS CO., LTD.",053700,20230220
00563518,비나텍,"VINA TECH CO.,LTD",126340,20230220
00170558,코웨이,"COWAY Co., Ltd.",021240,20230103
00269940,하나투어,HANATOUR SERVICE INC.,039130,20230103
00360577,엑사이엔씨,"EXA E&C, Inc",054940,20230103
00204262,한글과컴퓨터,HANCOM INC.,030520,20230214
00238153,파세코,PASECO CO.LTD,037070,20221129
00258421,기산텔레콤,"Kisan Telecom CO., Ltd.",035460,20230220
01576102,미래에셋글로벌리츠,"Mirae Asset Global REIT Co., Ltd.",396690,20230110
01062867,디알텍,DRTECH Corporation,214680,20230222
00806972,매직마이크로,"MAGICMICRO CO.,LTD",127160,20230104
00359623,우리산업홀딩스,"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",072470,20221206
00240857,바이오스마트,"BioSmart Co., Ltd.",038460,20221206
00306162,상상인,"Sangsangin Co., Ltd.",038540,20230220
00138260,SIMPAC,SIMPACInc,009160,20230109
00485177,일진파워,"ILJIN POWER CO., LTD.",094820,20230214
00261355,레드캡투어,"RedcapTour Co., Ltd.",038390,20230214
00164724,현대엘리베이터,"HYUNDAI ELEVATOR CO.,LTD",017800,20230110
00423177,텔레칩스,TelechipsInc.,054450,20230222
01418260,폭스소프트,"foxSoft Co., Ltd.",354230,20230111
00231442,디지틀조선,DigitalChosun,033130,20221026
01013311,헥토이노베이션,"Hecto Innovation Co., Ltd.",214180,20230220
00249247,YG PLUS,"YG PLUS, INC.",037270,20230220
01035368,티에프이,"TFE Co., Ltd.",425420,20221117
00961570,신도기연,"Shindo Eng. Lab., Ltd.",290520,20230220
00148364,하림지주,"Harim Holdings Co., Ltd.",003380,20230220
01428249,케이프이에스제4호기업인수목적,CAPE-ES No.4 Special Purpose Acquisition Company,347140,20221031
00923899,참존글로벌,"Charmzone Global Co., Ltd.",158310,20230111
00997812,코미코,KoMiCo Ltd.,183300,20230215
00695969,동운아나텍,"DONGWOON ANATECH CO.,LTD.",094170,20221130
00139764,에넥스,"ENEX CO.,LTD",011090,20221130
00334624,팍스넷,"PAXNet, Inc.",038160,20230220
00128926,삼현철강,"SAMHYUN STEEL Co., Ltd",017480,20230120
00612489,아이쓰리시스템,i3system Inc.,214430,20230223
00140052,에이스침대,AceBed,003800,20230215
00367455,현우산업,"HYUNWOOINDUSTRIALCO.,LTD",092300,20230220
00673301,전우정밀,"JEONWOO PRECISION Co.,Ltd.",120780,20230220
01345724,타임기술,TIME Technical Support. ltd,318660,20230220
00165361,휴코드홀딩스,"Hucord Co., Ltd.",036840,20230220
00105606,금호에이치티,"Kumho HT, Inc.",214330,20221201
00133618,세기상사,"THE CENTURY CO.,LTD",002420,20221201
01142075,핑거,Finger Inc.,163730,20230220
00201742,유라테크,"YURA TECH. CO., LTD.",048430,20221107
00133812,세방,"SEBANG CO., LTD",004360,20230214
00666064,셀바스AI,SELVAS AI Inc.,108860,20230215
00608839,에이루트,"Aroot Co., Ltd.",096690,20221201
01018802,엔솔바이오사이언스,Ensol Biosciences Inc.,140610,20221201
00202839,한창산업,"HanchangIndustryCo.,Ltd.",079170,20221201
00367871,인바이오,"ENBIOCO., LTD.",352940,20221201
00400060,이씨에스,"ECSTELECOMCo.,Ltd.",067010,20230223
00158112,한국수출포장공업,"KOREA EXPORT PACKAGING INDUSTRIAL CO.,LTD",002200,20230210
01397620,루닛,Lunit Inc.,328130,20230220
00139083,아진산업,"A-JIN INDUSTRY CO.,LTD",013310,20221202
00163196,한일철강,"HANIL IRON & STEEL CO.,LTD",002220,20221202
00109718,사조대림,SAJODAERIM CORPORATION,003960,20230221
00994994,나노,"NANO. Co., Ltd.",187790,20221128
00201733,TJ미디어,"TJ MEDIA CO.,LTD",032540,20221115
01047451,셀바스헬스케어,"SELVAS Healthcare, Inc.",208370,20230215
00569646,영우디에스피,"YoungWoo DSP Co.,Ltd.",143540,20230220
00423690,삼성출판사,"SAMSUNG PUBLISHING CO.,LTD",068290,20221205
00152260,카스,Cas,016920,20221205
00398668,휴비츠,"Huvitz Co., Ltd.",065510,20230125
00340272,에스폴리텍,"S POLYTECH CO.,LTD.",050760,20221116
00152039,SG글로벌,"SG GLOBAL CO., LTD",001380,20221128
00587466,KPX홀딩스,"KPX HOLDINGS CO., LTD.",092230,20221128
01158553,켄코아에어로스페이스,Kencoa Aerospace Corporation,274090,20221128
00141413,영화금속,"YEONGHWA METAL CO.,LTD",012280,20221205
00993931,동양파일,TONGYANG PILE Inc.,228340,20221124
01128613,화승엔터프라이즈,"HWASEUNG ENTERPRISE CO.,LTD",241590,20230214
00102760,두산건설,"Doosan Engineering & Construction Co.,Ltd.",011160,20230220
00796994,조선선재,"CHOSUN WELDING POHANG Co., Ltd",120030,20230727
01514519,유진기업인수목적6호,"EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY Co., Ltd.",373340,20231213
00353878,다스코,"Development  Advance Solution Co., Ltd.",058730,20230508
00760971,크래프톤,"KRAFTON, Inc.",259960,20231027
00599489,청광건설,"CHUNGKWANG CONSTRUCTION CO., LtD.",140290,20230508
00819073,인크로스,"Incross Co.,Ltd.",216050,20230809
00122579,BYC,"BYC CO.,LTD",001460,20230810
01343735,데이드림엔터테인먼트,"Daydream Entertainment Co., Ltd.",348840,20230810
01367586,제이아이테크,"JI-TECH Co., Ltd.",417500,20230227
01165739,잉글우드랩,"Englewood Lab, Inc.",950140,20230405
00156354,지엠비코리아,GMB Korea Corp.,013870,20230223
00551920,네오팜,"NeopharmCO.,LTD.",092730,20230713
01488320,필에너지,"PHILENERGY CO., LTD.",378340,20230714
01712616,엔에이치스팩29호,NH SPECIAL PURPOSE ACQUISITION 29 COMPANY,451700,20230623
01591606,아이비케이에스제17호기업인수목적,IBKS No. 17 Special Purpose Acquisition  Company,405350,20231103
00108612,DS단석,"DS DANSUK CO., LTD.",017860,20231222
01791321,하나30호스팩,Hana 30 Special Purpose Acquisition Company,469880,20231222
01528530,삼성기업인수목적4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,377630,20231227
00149293,신한은행,SHINHAN BANK,000010,20230410
01676989,케이비제23호기업인수목적,KB No.23 Special Purpose Acquisition Company,440200,20231103
01305869,세니젠,"SANIGEN Co., Ltd.",188260,20231103
01785551,KB제27호스팩,KB No.27 Special Purpose Acquisition Company,464680,20231103
00561723,쏘닉스,SAWNICS INC.,088280,20231107
00112819,데코앤에프,"DECO&F CO.,LTD.",017680,20230515
01447217,에이치엠씨아이비제4호기업인수목적,HMCIB No.4 Special Purpose Acquisition Company,353070,20230310
00138279,S-Oil,S-Oil Corporation,010950,20230510
00160418,한국무브넥스,"KOREA MOVENEX CO., LTD.",010100,20230510
01568875,하나금융19호기업인수목적,Hana Financial Nineteen Special Purpose Acquisition Company,388220,20230523
01146220,팸텍,"PAMTEK CO., LTD.",271830,20230523
00145552,이수화학,"ISU CHEMICAL CO.,LTD",005950,20230525
00167031,흥국,"HEUNGKUK METALTECH CO.,LTD.",010240,20230223
00449379,도이치모터스,DEUTSCH MOTORS INC.,067990,20230223
00116949,DN오토모티브,DN AUTOMOTIVE CORPORATION,007340,20230412
00239514,삼진엘앤디,SAMJIN LND COMPANY LIMITED,054090,20230412
01163050,다이오진,"DIOGENE CO., LTD",271850,20230412
00206084,세아메탈,SEAH METAL. Co. LTD,033020,20230223
00302236,태양3C,"3C TAE YANG CO., LTD.",052960,20230228
01328639,윙입푸드,WING YIP FOOD HOLDINGS GROUP LIMITED,900340,20230425
00191287,대동금속,DaedongMetal,020400,20230907
01144028,씨티케이,"CTK Co., Ltd",260930,20230818
00176914,다우기술,DAOU TECHNOLOGY INC,023590,20231106
01580178,대신밸런스제11호기업인수목적,Daishin Balance No.11 Special Purpose Acquisition Company,397500,20230309
01504910,유안타제8호기업인수목적,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,367480,20230908
00495633,율촌,"YulChon co., Ltd",146060,20230908
00117258,한화갤러리아타임월드,"Hanwha Galleria Timeworld Co., Ltd.",027390,20231115
00121686,엠케이전자,MKElectron,033160,20231116
00160232,KSS해운,KSS LINE LTD.,044450,20231116
00409371,인베니아,"INVENIA Co.,Ltd.",079950,20231117
00525882,크레버스,"Creverse, Inc.",096240,20231218
01516368,산돌,"Sandoll, Inc.",419120,20231220
00508344,SK디앤디,"SK D&D Co.,Ltd.",210980,20230224
00892526,디케이앤디,"DK&D CO.,LTD",263020,20230223
00410997,누리플랜,"Nuriplan Co.,Ltd.",069140,20231220
01305249,스톤브릿지벤처스,Stonebridge Ventures Inc.,330730,20230509
00494218,엘엠에스,"LMS Co.,Ltd.",073110,20230411
00111722,미래에셋증권,"MIRAE ASSET SECURITIES CO.,LTD.",006800,20231207
01136348,나무기술,"NAMU TECH CO.,LTD.",242040,20230223
00244419,디에스티,"DST Co., Ltd.",033430,20230512
